timeframe,horizon_bars,target_pips,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
h4,12,300,trend_bull+adx25+atr_expand+horizontal_break_up,190,0.05789474,7.19915163,30,0.00000000,0.00000000,0.00000000,15,0.00000000,0.00000000,0.00000000
h4,12,300,trend_bull+dmi_adx_bull+atr_expand+breakout20_up,191,0.05759162,7.16145974,32,0.00000000,0.00000000,0.00000000,15,0.00000000,0.00000000,0.00000000
h4,12,300,trend_bull+dmi_adx_bull+atr_expand+retest_up,191,0.05759162,7.16145974,32,0.00000000,0.00000000,0.00000000,14,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+elliott_wave3_bull+mtf_trend_bull,175,0.05714286,7.10565616,26,0.03846154,4.35215651,0.00682198,13,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+adx25+atr_expand+elliott_wave5_bull,141,0.05673759,7.05526143,19,0.00000000,0.00000000,0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,300,horizontal_break_up+engulf_bull+mtf_trend_bull+cross_target_relative_up,125,0.05600000,6.96354304,20,0.00000000,0.00000000,0.00000000,30,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,0.05592105,6.95372601,57,0.00000000,0.00000000,0.00000000,35,0.00000000,0.00000000,0.00000000
h4,12,300,trend_bull+adx25+atr_expand+breakout20_up,197,0.05583756,6.94334422,32,0.00000000,0.00000000,0.00000000,16,0.00000000,0.00000000,0.00000000
h4,12,300,trend_bull+adx25+atr_expand+retest_up,197,0.05583756,6.94334422,32,0.00000000,0.00000000,0.00000000,15,0.00000000,0.00000000,0.00000000
h4,12,300,trend_bull+dmi_adx_bull+atr_expand+elliott_wave3_bull,182,0.05494505,6.83236169,27,0.00000000,0.00000000,0.00000000,11,0.00000000,0.00000000,0.00000000
h4,12,300,horizontal_break_up+engulf_bull+mtf_trend_bull+cross_group_return_up,128,0.05468750,6.80033500,31,0.00000000,0.00000000,0.00000000,21,0.00000000,0.00000000,-0.00000000
h4,12,300,dmi_adx_bull+atr_expand+elliott_wave5_bull+mtf_trend_bull,147,0.05442177,6.76729158,20,0.00000000,0.00000000,0.00000000,10,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+dmi_adx_bull+atr_expand+breakout20_up,203,0.05418719,6.73812222,30,0.00000000,0.00000000,0.00000000,16,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+dmi_adx_bull+atr_expand+retest_up,203,0.05418719,6.73812222,28,0.00000000,0.00000000,0.00000000,16,0.00000000,0.00000000,0.00000000
h4,12,300,trend_bull+adx25+atr_expand+mtf_volatility,222,0.05405405,6.72156664,45,0.00000000,0.00000000,0.00000000,19,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+adx25+atr_expand+mtf_volatility,204,0.05392157,6.70509221,37,0.00000000,0.00000000,-0.00000000,15,0.00000000,0.00000000,0.00000000
h4,12,300,atr_expand+mtf_volatility,1172,0.05375427,6.68428832,192,0.01562500,1.76806358,0.00532789,172,0.00000000,0.00000000,0.00000000
h4,12,300,trend_bull+adx25+atr_expand+elliott_wave3_bull,187,0.05347594,6.64967822,27,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+adx25+atr_expand+breakout20_up,209,0.05263158,6.54468330,30,0.00000000,0.00000000,0.00000000,16,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+adx25+atr_expand+retest_up,209,0.05263158,6.54468330,28,0.00000000,0.00000000,0.00000000,16,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+atr_expand+horizontal_break_up+mtf_trend_bull,190,0.05263158,6.54468330,33,0.00000000,0.00000000,0.00000000,21,0.00000000,0.00000000,-0.00000000
h4,12,300,macd_cross_up+horizontal_break_up+elliott_wave3_bull+mtf_trend_bull,133,0.05263158,6.54468330,23,0.00000000,0.00000000,0.00000000,21,0.00000000,0.00000000,-0.00000000
h4,12,300,adx25+atr_expand+elliott_wave5_bull+mtf_trend_bull,156,0.05128205,6.37687091,22,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+engulf_bull,176,0.05113636,6.35875480,39,0.00000000,0.00000000,-0.00000000,18,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+horizontal_break_up+engulf_bull+cross_target_relative_up,139,0.05035971,6.26217899,25,0.00000000,0.00000000,0.00000000,32,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+horizontal_break_up+engulf_bull+mtf_trend_bull,159,0.05031447,6.25655259,32,0.00000000,0.00000000,0.00000000,28,0.00000000,0.00000000,0.00000000
h4,12,300,trend_bull+dmi_adx_bull+atr_expand+elliott_wave5_bull,161,0.04968944,6.17883144,25,0.00000000,0.00000000,0.00000000,11,0.00000000,0.00000000,0.00000000
h4,12,300,trend_bull+dmi_adx_bull+atr_expand+mtf_volatility,161,0.04968944,6.17883144,32,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,300,volatility+horizontal_break_up+mtf_trend_bull+cross_group_bull,302,0.04966887,6.17627398,81,0.01234568,1.39698851,0.00218265,77,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+dmi_adx_bull+atr_expand+mtf_volatility,162,0.04938272,6.14069051,29,0.00000000,0.00000000,0.00000000,17,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+dmi_adx_bull+horizontal_break_up+engulf_bull,142,0.04929577,6.12987943,25,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+dmi_adx_bull+atr_expand+mtf_volatility,143,0.04895105,6.08701314,25,0.00000000,0.00000000,0.00000000,11,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+adx25+horizontal_break_up+engulf_bull,143,0.04895105,6.08701314,25,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+dmi_adx_bull+atr_expand+elliott_wave3_bull,205,0.04878049,6.06580404,29,0.00000000,0.00000000,0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,300,atr_expand+mtf_volatility+cross_target_relative_up,514,0.04863813,6.04810228,88,0.02272727,2.57172885,0.00625493,70,0.00000000,0.00000000,0.00000000
h4,12,300,trend_bull+adx25+atr_expand+elliott_wave5_bull,165,0.04848485,6.02904159,25,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+mtf_volatility+cross_group_return_up,290,0.04827586,6.00305434,54,0.00000000,0.00000000,0.00000000,28,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+atr_expand+horizontal_break_up+mtf_trend_bull,210,0.04761905,5.92138013,32,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
h4,12,300,dmi_adx_bull+horizontal_break_up+mtf_trend_bull+cross_group_bull,610,0.04754098,5.91167295,131,0.00763359,0.86378679,0.00134879,87,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+mtf_volatility+cross_group_bull,232,0.04741379,5.89585694,49,0.00000000,0.00000000,0.00000000,28,0.00000000,0.00000000,0.00000000
h4,12,300,trend_bull+horizontal_break_up+engulf_bull+cross_target_relative_up,169,0.04733728,5.88634238,30,0.00000000,0.00000000,0.00000000,31,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+horizontal_break_up+mtf_trend_bull+cross_group_bull,613,0.04730832,5.88274144,133,0.00751880,0.85079751,0.00132849,87,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+dmi_adx_bull+horizontal_break_up+engulf_bull,148,0.04729730,5.88137081,24,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+adx25+horizontal_break_up+engulf_bull,149,0.04697987,5.84189852,24,0.00000000,0.00000000,0.00000000,13,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+atr_expand+elliott_wave3_bull+mtf_trend_bull,213,0.04694836,5.83798041,29,0.00000000,0.00000000,0.00000000,25,0.00000000,0.00000000,0.00000000
h4,12,300,dmi_adx_bull+atr_expand+horizontal_break_up+elliott_wave3_bull,214,0.04672897,5.81070013,37,0.02702703,3.05827214,0.00478697,26,0.00000000,0.00000000,0.00000000
h4,12,300,macd_cross_up+breakout20_up+elliott_wave3_bull+mtf_trend_bull,150,0.04666667,5.80295253,30,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
h4,12,300,macd_cross_up+retest_up+elliott_wave3_bull+mtf_trend_bull,150,0.04666667,5.80295253,30,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+volatility+horizontal_break_up+mtf_trend_bull,408,0.04656863,5.79076145,84,0.00000000,0.00000000,-0.00000000,77,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+adx25+atr_expand+elliott_wave3_bull,215,0.04651163,5.78367362,36,0.00000000,0.00000000,0.00000000,14,0.00000000,0.00000000,0.00000000
h4,12,300,volatility+horizontal_break_up+mtf_volatility+cross_group_bull,172,0.04651163,5.78367362,33,0.00000000,0.00000000,0.00000000,42,0.00000000,0.00000000,-0.00000000
h4,12,300,ichimoku_cloud_bull+horizontal_break_up+engulf_bull+cross_group_return_up,151,0.04635762,5.76452238,41,0.00000000,0.00000000,-0.00000000,30,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+horizontal_break_up+engulf_bull+elliott_wave3_bull,130,0.04615385,5.73918382,28,0.00000000,0.00000000,0.00000000,18,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+horizontal_break_up+elliott_wave3_bull,218,0.04587156,5.70408178,37,0.02702703,3.05827214,0.00478697,26,0.00000000,0.00000000,0.00000000
h4,12,300,dmi_adx_bull+atr_expand+horizontal_break_up,241,0.04564315,5.67567971,42,0.02380952,2.69419213,0.00421540,30,0.00000000,0.00000000,0.00000000
h4,12,300,dmi_adx_bull+atr_expand+horizontal_break_up+retest_up,241,0.04564315,5.67567971,40,0.00000000,0.00000000,0.00000000,29,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+atr_expand+breakout20_up+mtf_trend_bull,222,0.04504505,5.60130553,35,0.02857143,3.23303055,0.00506149,25,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+atr_expand+retest_up+mtf_trend_bull,222,0.04504505,5.60130553,34,0.02941176,3.32811969,0.00521091,25,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+dmi_adx_bull+elliott_wave3_bull+mtf_trend_bull,622,0.04501608,5.59770341,90,0.00000000,0.00000000,0.00000000,71,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+atr_expand+elliott_wave5_bull+mtf_trend_bull,178,0.04494382,5.58871833,30,0.03333333,3.77186898,0.00590859,26,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+dmi_adx_bull+breakout20_up+engulf_bull,156,0.04487179,5.57976205,24,0.00000000,0.00000000,0.00000000,14,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+horizontal_break_up+engulf_bull+mtf_trend_bull,134,0.04477612,5.56786490,21,0.00000000,0.00000000,-0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,300,dmi_adx_bull+horizontal_break_up+engulf_bull+mtf_trend_bull,134,0.04477612,5.56786490,21,0.00000000,0.00000000,-0.00000000,12,0.00000000,0.00000000,0.00000000
h4,12,300,dmi_adx_bull+horizontal_break_up+elliott_wave3_bull+mtf_trend_bull,627,0.04465710,5.55306462,105,0.00952381,1.07767685,0.00168317,68,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+adx25+breakout20_up+engulf_bull,157,0.04458599,5.54422216,24,0.00000000,0.00000000,0.00000000,14,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+horizontal_break_up,247,0.04453441,5.53780895,42,0.02380952,2.69419213,0.00421540,30,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+horizontal_break_up+retest_up,247,0.04453441,5.53780895,40,0.00000000,0.00000000,0.00000000,29,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+horizontal_break_up+elliott_wave3_bull+mtf_trend_bull,766,0.04438642,5.51940655,146,0.00000000,0.00000000,0.00000000,134,0.00000000,0.00000000,0.00000000
h4,12,300,dmi_adx_bull+atr_expand+horizontal_break_up+cross_group_return_up,158,0.04430380,5.50913215,29,0.03448276,3.90193343,0.00611321,24,0.00000000,0.00000000,0.00000000
h4,12,300,volatility+horizontal_break_up+mtf_trend_bull+cross_group_return_up,339,0.04424779,5.50216738,93,0.01075269,1.21673193,0.00190064,91,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+horizontal_break_up+elliott_wave3_bull+mtf_trend_bull,633,0.04423381,5.50042894,108,0.00925926,1.04774138,0.00163636,69,0.00000000,0.00000000,0.00000000
h4,12,300,dmi_adx_bull+horizontal_break_up+mtf_trend_bull+cross_group_return_up,701,0.04422254,5.49902777,148,0.00675676,0.76456804,0.00119373,95,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+horizontal_break_up+engulf_bull+cross_group_bull,136,0.04411765,5.48598453,37,0.00000000,0.00000000,-0.00000000,26,0.00000000,0.00000000,0.00000000
h4,12,300,dmi_adx_bull+atr_expand+horizontal_break_up+cross_group_bull,136,0.04411765,5.48598453,25,0.04000000,4.52624277,0.00709623,21,0.00000000,0.00000000,-0.00000000
h4,12,300,ichimoku_cloud_bull+macd_cross_up+horizontal_break_up+mtf_trend_bull,159,0.04402516,5.47448352,32,0.00000000,0.00000000,0.00000000,29,0.00000000,0.00000000,0.00000000
h4,12,300,atr_expand+impulse_bull+mtf_volatility+cross_target_relative_up,159,0.04402516,5.47448352,29,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+dmi_adx_bull+elliott_wave3_bull+mtf_trend_bull,592,0.04391892,5.46127289,100,0.00000000,0.00000000,0.00000000,65,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+horizontal_break_up+mtf_trend_bull+cross_group_return_up,706,0.04390935,5.46008281,154,0.00649351,0.73477967,0.00114718,95,0.00000000,0.00000000,0.00000000
h4,12,300,atr_expand+horizontal_break_up+elliott_wave3_bull+mtf_trend_bull,228,0.04385965,5.45390275,42,0.02380952,2.69419213,0.00421540,26,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+horizontal_break_up+cross_group_bull,137,0.04379562,5.44594085,25,0.04000000,4.52624277,0.00709623,21,0.00000000,0.00000000,-0.00000000
h4,12,300,ichimoku_cloud_bull+atr_expand+breakout20_up+mtf_trend_bull,230,0.04347826,5.40647751,44,0.00000000,0.00000000,0.00000000,23,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+atr_expand+retest_up+mtf_trend_bull,230,0.04347826,5.40647751,41,0.00000000,0.00000000,-0.00000000,23,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+dmi_adx_bull+atr_expand+elliott_wave5_bull,184,0.04347826,5.40647751,23,0.00000000,0.00000000,0.00000000,14,0.00000000,0.00000000,0.00000000
h4,12,300,adx25+atr_expand+horizontal_break_up+cross_group_return_up,161,0.04347826,5.40647751,29,0.03448276,3.90193343,0.00611321,24,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+atr_expand+elliott_wave3_bull+mtf_trend_bull,231,0.04329004,5.38307285,39,0.00000000,0.00000000,-0.00000000,24,0.00000000,0.00000000,0.00000000
h4,12,300,volatility+horizontal_break_up+elliott_wave3_bull+mtf_trend_bull,416,0.04326923,5.38048483,97,0.01030928,1.16655742,0.00182216,80,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+horizontal_break_up+engulf_bull+cross_target_relative_up,140,0.04285714,5.32924212,26,0.00000000,0.00000000,0.00000000,26,0.00000000,0.00000000,0.00000000
h4,12,300,sma_stack_bull+adx25+elliott_wave3_bull+mtf_trend_bull,608,0.04276316,5.31755518,109,0.00000000,0.00000000,0.00000000,72,0.00000000,0.00000000,0.00000000
h4,12,300,dmi_adx_bull+atr_expand+horizontal_break_up+impulse_bull,212,0.04245283,5.27896625,37,0.00000000,0.00000000,-0.00000000,24,0.00000000,0.00000000,0.00000000
h4,12,300,ichimoku_cloud_bull+dmi_adx_bull+breakout20_up+engulf_bull,165,0.04242424,5.27541139,26,0.00000000,0.00000000,0.00000000,14,0.00000000,0.00000000,0.00000000
d1,1,50,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,0.47000000,1.85254503,23,0.30434783,1.21480386,0.15604024,57,0.26315789,1.33339855,0.16645787
d1,1,50,ichimoku_cloud_bull+adx25+atr_expand+mtf_adx25,162,0.46913580,1.84913873,14,0.42857143,1.71064217,0.21380799,37,0.29729730,1.50637999,0.17489479
d1,1,50,ichimoku_cloud_bull+adx_up3+atr_expand,152,0.46710526,1.84113518,13,0.61538462,2.45630671,0.35522892,38,0.15789474,0.80003913,0.07443863
d1,1,50,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_volatility,146,0.46575342,1.83580680,12,0.66666667,2.66099894,0.39062209,37,0.16216216,0.82166181,0.07651207
d1,1,50,sma_stack_bull+adx25+atr_expand+mtf_adx25,121,0.46280992,1.82420471,11,0.45454545,1.81431746,0.21271272,38,0.28947368,1.46673841,0.17003278
d1,1,50,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_adx25,136,0.45588235,1.79689913,13,0.61538462,2.45630671,0.35522892,38,0.15789474,0.80003913,0.07443863
d1,1,50,sma_stack_bull+adx_up3+pullback_bull+mtf_volatility,134,0.44776119,1.76488889,36,0.19444444,0.77612469,0.09753095,34,0.14705882,0.74513449,0.06449441
d1,1,50,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,197,0.44670051,1.76070810,20,0.35000000,1.39702444,0.18119182,44,0.29545455,1.49704292,0.18155529
d1,1,50,adx_up3+volatility+pullback_bull+mtf_volatility,193,0.44559585,1.75635402,29,0.51724138,2.06456814,0.34431022,33,0.24242424,1.22834291,0.12831713
d1,1,50,sma_stack_bull+adx25+atr_expand+mtf_volatility,145,0.44137931,1.73973415,17,0.35294118,1.40876414,0.17309720,45,0.28888889,1.46377530,0.17730082
d1,1,50,adx_up3+atr_expand+mtf_volatility,218,0.43577982,1.71766327,37,0.62162162,2.48120171,0.46100430,59,0.22033898,1.11643879,0.13354198
d1,1,50,ichimoku_cloud_bull+adx25+atr_expand,209,0.43540670,1.71619259,20,0.35000000,1.39702444,0.18119182,44,0.29545455,1.49704292,0.18155529
d1,1,50,trend_bull+adx_up3+volatility+mtf_volatility,206,0.43203883,1.70291787,26,0.34615385,1.38167253,0.19412230,47,0.21276596,1.07806691,0.11989708
d1,1,50,adx_up3+atr_expand,229,0.42794760,1.68679191,38,0.60526316,2.41590693,0.44717868,60,0.21666667,1.09783147,0.13123044
d1,1,50,sma_stack_bull+adx25+atr_expand,155,0.42580645,1.67835240,17,0.35294118,1.40876414,0.17309720,45,0.28888889,1.46377530,0.17730082
d1,1,50,adx_up3+atr_expand+mtf_adx25,211,0.42180095,1.66256436,37,0.62162162,2.48120171,0.46100430,60,0.21666667,1.09783147,0.13123044
d1,1,50,ichimoku_cloud_bull+adx_up3+volatility+pullback_bull,174,0.41954023,1.65365355,27,0.37037037,1.47833274,0.21532513,38,0.21052632,1.06671884,0.11074792
d1,1,50,sma_stack_bull+volatility+pullback_bull+mtf_volatility,337,0.41839763,1.64914988,43,0.27906977,1.11390653,0.16746614,56,0.30357143,1.53817047,0.19900325
d1,1,50,ichimoku_cloud_bull+atr_expand+pullback_bull+mtf_volatility,144,0.41666667,1.64232716,19,0.36842105,1.47055204,0.19149513,37,0.27027027,1.36943635,0.15397462
d1,1,50,sma_stack_bull+atr_expand+pullback_bull,121,0.41322314,1.62875421,15,0.46666667,1.86269926,0.24809535,38,0.21052632,1.06671884,0.11074792
d1,1,50,sma_stack_bull+bb_expand+pullback_bull+mtf_volatility,160,0.41250000,1.62590389,46,0.30434783,1.21480386,0.19079841,50,0.24000000,1.21605948,0.14297391
d1,1,50,sma_stack_bull+adx_up3+volatility+mtf_adx25,242,0.40909091,1.61246666,30,0.30000000,1.19744952,0.16664748,72,0.25000000,1.26672862,0.16439051
d1,1,50,ichimoku_cloud_bull+adx_up3+volatility+mtf_volatility,340,0.40882353,1.61141276,37,0.37837838,1.51029669,0.24063999,71,0.33802817,1.71275983,0.23884988
d1,1,50,ichimoku_cloud_bull+atr_expand+pullback_bull,151,0.40397351,1.59229600,21,0.38095238,1.52057082,0.20751011,37,0.27027027,1.36943635,0.15397462
d1,1,50,adx25+atr_expand+mtf_adx25,260,0.40384615,1.59179401,39,0.41025641,1.63753781,0.27079310,60,0.30000000,1.52007435,0.19898166
d1,1,50,trend_bull+atr_expand+pullback_bull+mtf_volatility,138,0.39855072,1.57092163,18,0.33333333,1.33049947,0.16278775,37,0.21621622,1.09554908,0.11386512
d1,1,50,sma_stack_bull+adx_up3+volatility,297,0.39730640,1.56601701,38,0.28947368,1.15543375,0.17003278,82,0.21951220,1.11224952,0.14360786
d1,1,50,adx_up3+volatility+mtf_volatility,546,0.39560440,1.55930842,81,0.41975309,1.67544378,0.31830963,120,0.33333333,1.68897150,0.25531741
d1,1,50,sma_stack_bull+adx25+bb_expand+mtf_volatility,253,0.39525692,1.55793881,59,0.25423729,1.01478773,0.16055978,70,0.32857143,1.66484334,0.22998869
d1,1,50,adx25+bb_expand+pullback_bull+mtf_volatility,213,0.39436620,1.55442796,47,0.38297872,1.52865896,0.25790681,38,0.18421053,0.93337899,0.09221765
d1,1,50,ichimoku_cloud_bull+adx_up3+pullback_bull+mtf_volatility,203,0.39408867,1.55333406,38,0.21052632,0.84031545,0.11074792,37,0.21621622,1.09554908,0.11386512
d1,1,50,sma_stack_bull+atr_expand+mtf_volatility,238,0.39075630,1.54019925,48,0.47916667,1.91259299,0.34471316,83,0.28915663,1.46513190,0.20267449
d1,1,50,atr_expand+mtf_volatility+adx25,303,0.38943894,1.53500677,47,0.36170213,1.44373347,0.23966213,67,0.29850746,1.51251179,0.20231511
d1,1,50,adx25+atr_expand+mtf_volatility,303,0.38943894,1.53500677,47,0.36170213,1.44373347,0.23966213,67,0.29850746,1.51251179,0.20231511
d1,1,50,trend_bull+adx_up3+volatility+pullback_bull,139,0.38848921,1.53126331,17,0.35294118,1.40876414,0.17309720,27,0.11111111,0.56299050,0.03852035
d1,1,50,ichimoku_cloud_bull+adx_up3+volatility,520,0.38846154,1.53115424,72,0.33333333,1.33049947,0.23534643,107,0.29906542,1.51533892,0.22051009
d1,1,50,trend_bull+volatility+pullback_bull+mtf_volatility,394,0.38832487,1.53061556,51,0.31372549,1.25223479,0.20327678,60,0.30000000,1.52007435,0.19898166
d1,1,50,sma_stack_bull+atr_expand+mtf_adx25,188,0.38829787,1.53050914,32,0.56250000,2.24521785,0.39325591,74,0.28378378,1.43790817,0.19373547
