pair,timestamp,event,direction,state,reason,touch_candle,reference_level,signal_candle,sma_stack_bull,di_strong_bull,strong_close_bear
usdcad,2025-08-29T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdcad,2025-09-02T04:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2025-09-02T04:00:00+00:00,1.3745,,,,
usdcad,2025-09-02T08:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdcad,2025-09-02T12:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdcad,2025-09-03T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdcad,2025-09-05T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2025-09-05T04:00:00+00:00,1.38108,,,,
usdcad,2025-09-05T12:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,1.38108,2025-09-05T12:00:00+00:00,True,True,False
usdcad,2025-09-16T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdcad,2025-09-17T16:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2025-09-17T16:00:00+00:00,1.37261,,,,
usdcad,2025-09-18T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdcad,2025-09-18T16:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdcad,2025-09-22T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdcad,2025-09-29T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2025-09-29T12:00:00+00:00,1.39392,,,,
usdcad,2025-10-02T12:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,1.39392,2025-10-02T12:00:00+00:00,True,True,False
usdcad,2025-12-01T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdcad,2025-12-02T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2025-12-02T00:00:00+00:00,1.39973,,,,
usdcad,2025-12-02T08:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdcad,2025-12-02T12:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,1.39973,2025-12-02T12:00:00+00:00,False,False,True
usdcad,2026-01-07T20:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdcad,2026-01-13T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2026-01-13T04:00:00+00:00,1.38822,,,,
usdcad,2026-01-13T16:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,1.38822,2026-01-13T16:00:00+00:00,True,True,False
usdcad,2026-01-23T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdcad,2026-01-27T08:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2026-01-27T08:00:00+00:00,1.37046,,,,
usdcad,2026-01-27T12:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,1.37046,2026-01-27T12:00:00+00:00,False,False,True
usdcad,2026-02-24T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdcad,2026-02-24T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2026-02-24T20:00:00+00:00,1.37057,,,,
usdcad,2026-02-25T00:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdcad,2026-02-25T04:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
usdcad,2026-02-25T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdcad,2026-02-26T08:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2026-02-26T08:00:00+00:00,1.36602,,,,
usdcad,2026-03-02T00:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,1.36602,2026-03-02T00:00:00+00:00,False,False,True
usdcad,2026-03-16T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdcad,2026-03-16T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2026-03-16T12:00:00+00:00,1.3694,,,,
usdcad,2026-03-19T08:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,1.3694,2026-03-19T08:00:00+00:00,True,True,False
usdcad,2026-04-15T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdcad,2026-04-22T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2026-04-22T12:00:00+00:00,1.3646,,,,
usdcad,2026-04-22T16:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdcad,2026-04-23T00:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdcad,2026-04-23T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdcad,2026-04-23T16:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdcad,2026-05-14T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdcad,2026-05-18T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2026-05-18T12:00:00+00:00,1.37513,,,,
usdcad,2026-05-20T00:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,1.37513,2026-05-20T00:00:00+00:00,True,True,False
usdcad,2026-07-16T12:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdcad,2026-07-20T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2026-07-20T12:00:00+00:00,1.40287,,,,
usdcad,2026-07-20T20:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdcad,2026-07-21T00:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdcad,2026-07-22T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdcad,2026-07-23T00:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2026-07-23T00:00:00+00:00,1.40864,,,,
usdcad,2026-07-29T16:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdcad,2026-07-29T20:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
usdcad,2026-07-30T12:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdcad,2026-07-31T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2026-07-31T12:00:00+00:00,1.40152,,,,
usdcad,2026-08-04T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdcad,2026-08-04T16:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdcad,2026-09-16T04:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-01-04T00:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-01-04T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-01-04T04:00:00+00:00,0.88453,,,,
usdchf,2021-01-04T08:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
usdchf,2021-01-08T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-01-12T16:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-01-12T16:00:00+00:00,0.89031,,,,
usdchf,2021-01-12T20:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2021-01-13T00:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2021-04-12T12:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2021-04-13T08:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-04-13T08:00:00+00:00,0.92418,,,,
usdchf,2021-04-13T12:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.92418,2021-04-13T12:00:00+00:00,False,False,True
usdchf,2021-06-17T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-06-22T16:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-06-22T16:00:00+00:00,0.9205,,,,
usdchf,2021-06-23T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2021-06-25T04:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2021-06-25T16:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2021-06-25T20:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2021-07-28T12:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2021-07-28T16:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-07-28T16:00:00+00:00,0.91006,,,,
usdchf,2021-07-28T20:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.91006,2021-07-28T20:00:00+00:00,False,False,True
usdchf,2021-08-09T20:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-08-13T08:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-08-13T08:00:00+00:00,0.92314,,,,
usdchf,2021-08-13T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2021-08-13T16:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2021-08-24T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2021-08-25T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-08-25T00:00:00+00:00,0.913,,,,
usdchf,2021-08-26T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2021-08-26T08:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2021-08-26T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-08-27T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-08-27T04:00:00+00:00,0.91706,,,,
usdchf,2021-08-27T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2021-08-27T16:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2021-08-27T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2021-08-30T08:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-08-30T08:00:00+00:00,0.91346,,,,
usdchf,2021-08-30T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2021-08-30T16:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2021-08-31T00:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-08-31T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-08-31T04:00:00+00:00,0.91589,,,,
usdchf,2021-08-31T08:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
usdchf,2021-08-31T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-08-31T16:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-08-31T16:00:00+00:00,0.91627,,,,
usdchf,2021-09-01T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2021-09-02T16:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2021-09-02T20:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2021-09-03T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2021-09-06T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-09-06T00:00:00+00:00,0.91379,,,,
usdchf,2021-09-06T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2021-09-06T08:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2021-09-06T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-09-06T16:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-09-06T16:00:00+00:00,0.91568,,,,
usdchf,2021-09-06T20:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2021-09-07T00:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
usdchf,2021-09-07T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-09-09T08:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-09-09T08:00:00+00:00,0.92001,,,,
usdchf,2021-09-09T16:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2021-09-09T20:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2021-10-15T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2021-10-18T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-10-18T00:00:00+00:00,0.92335,,,,
usdchf,2021-10-18T04:00:00+00:00,REVERSE_CROSS_INVALIDATION,short,ARMED,reverse cross while armed,,,,,,
usdchf,2021-10-18T12:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2021-10-19T16:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-10-19T16:00:00+00:00,0.92215,,,,
usdchf,2021-10-20T00:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2021-10-20T04:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2021-11-12T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-11-15T00:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-11-15T00:00:00+00:00,0.92132,,,,
usdchf,2021-11-18T00:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.92132,2021-11-18T00:00:00+00:00,True,True,False
usdchf,2021-12-01T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2021-12-02T08:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-12-02T08:00:00+00:00,0.91867,,,,
usdchf,2021-12-03T20:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.91867,2021-12-03T20:00:00+00:00,False,False,True
usdchf,2021-12-07T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-12-08T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-12-08T04:00:00+00:00,0.9242,,,,
usdchf,2021-12-08T08:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.9242,2021-12-08T08:00:00+00:00,True,True,False
usdchf,2021-12-08T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2021-12-09T08:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-12-09T08:00:00+00:00,0.92012,,,,
usdchf,2021-12-09T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2021-12-09T16:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2021-12-10T00:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-12-10T08:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-12-10T08:00:00+00:00,0.9252,,,,
usdchf,2021-12-10T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2021-12-10T16:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
usdchf,2021-12-15T00:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-12-15T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-12-15T20:00:00+00:00,0.92633,,,,
usdchf,2021-12-16T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2021-12-16T16:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2021-12-16T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2021-12-17T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-12-17T12:00:00+00:00,0.91813,,,,
usdchf,2021-12-17T16:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2021-12-17T20:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2021-12-22T04:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2021-12-22T08:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-12-22T08:00:00+00:00,0.92521,,,,
usdchf,2021-12-22T12:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
usdchf,2022-01-10T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2022-01-12T08:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-01-12T08:00:00+00:00,0.92439,,,,
usdchf,2022-01-12T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2022-01-12T16:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2022-01-13T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2022-01-16T20:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-01-16T20:00:00+00:00,0.91223,,,,
usdchf,2022-01-18T00:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2022-01-18T08:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2022-01-18T12:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2022-01-26T20:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2022-01-31T16:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-01-31T16:00:00+00:00,0.93177,,,,
usdchf,2022-02-01T04:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2022-02-01T08:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2022-02-18T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2022-02-20T20:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-02-20T20:00:00+00:00,0.92011,,,,
usdchf,2022-02-21T04:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.92011,2022-02-21T04:00:00+00:00,False,False,True
usdchf,2022-02-25T00:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2022-02-28T08:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-02-28T08:00:00+00:00,0.92659,,,,
usdchf,2022-02-28T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2022-02-28T16:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2022-03-01T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2022-03-02T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-03-02T00:00:00+00:00,0.91851,,,,
usdchf,2022-03-02T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2022-03-02T16:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2022-03-07T20:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2022-03-09T16:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-03-09T16:00:00+00:00,0.92711,,,,
usdchf,2022-03-11T08:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.92711,2022-03-11T08:00:00+00:00,True,True,False
usdchf,2022-03-31T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2022-04-01T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-04-01T12:00:00+00:00,0.92358,,,,
usdchf,2022-04-05T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2022-04-05T16:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2022-04-06T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2022-04-10T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-04-10T20:00:00+00:00,0.9343,,,,
usdchf,2022-04-11T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2022-04-12T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2022-04-14T08:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.9343,2022-04-14T08:00:00+00:00,True,True,False
usdchf,2022-05-24T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2022-05-30T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-05-30T12:00:00+00:00,0.95678,,,,
usdchf,2022-05-31T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2022-06-01T08:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2022-06-01T12:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2022-06-07T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2022-06-09T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-06-09T12:00:00+00:00,0.97963,,,,
usdchf,2022-06-14T20:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.97963,2022-06-14T20:00:00+00:00,True,True,True
usdchf,2022-06-20T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2022-06-23T04:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-06-23T04:00:00+00:00,0.96029,,,,
usdchf,2022-06-24T08:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.96029,2022-06-24T08:00:00+00:00,False,False,True
usdchf,2022-07-07T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2022-07-13T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-07-13T04:00:00+00:00,0.98247,,,,
usdchf,2022-07-13T08:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2022-07-14T04:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.98247,2022-07-14T04:00:00+00:00,True,True,False
usdchf,2022-07-22T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2022-07-26T08:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-07-26T08:00:00+00:00,0.96306,,,,
usdchf,2022-07-27T16:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.96306,2022-07-27T16:00:00+00:00,False,False,True
usdchf,2022-08-23T00:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2022-08-23T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-08-23T12:00:00+00:00,0.96919,,,,
usdchf,2022-08-30T12:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.96919,2022-08-30T12:00:00+00:00,True,True,False
usdchf,2022-09-12T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2022-09-13T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-09-13T12:00:00+00:00,0.94969,,,,
usdchf,2022-09-16T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2022-09-16T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2022-09-16T16:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2022-09-22T04:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2022-09-28T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-09-28T12:00:00+00:00,0.98775,,,,
usdchf,2022-09-29T20:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2022-10-04T04:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.98775,2022-10-04T04:00:00+00:00,True,True,False
usdchf,2022-11-09T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2022-11-10T08:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-11-10T08:00:00+00:00,0.98415,,,,
usdchf,2022-11-10T12:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.98415,2022-11-10T12:00:00+00:00,False,False,True
usdchf,2023-02-07T04:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2023-02-07T08:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-02-07T08:00:00+00:00,0.92898,,,,
usdchf,2023-02-07T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2023-02-07T16:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
usdchf,2023-02-17T04:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2023-02-17T16:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-02-17T16:00:00+00:00,0.9283,,,,
usdchf,2023-02-17T20:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
usdchf,2023-02-18T00:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2023-02-20T12:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2023-02-21T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-02-21T00:00:00+00:00,0.92294,,,,
usdchf,2023-02-21T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
usdchf,2023-02-21T08:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
usdchf,2023-02-21T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
usdchf,2023-02-27T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-02-27T12:00:00+00:00,0.94106,,,,
usdchf,2023-02-28T20:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.94106,2023-02-28T20:00:00+00:00,True,True,False
usdchf,2023-03-12T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
usdchf,2023-03-15T08:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-03-15T08:00:00+00:00,0.91415,,,,
