timeframe,direction,horizon_bars,conditions,discovery_samples,discovery_hit_rate,discovery_lift,validation_samples,validation_hit_rate,validation_lift,validation_wilson95_lower,oos_samples,oos_hit_rate,oos_lift,oos_wilson95_lower
h4,bear,6,mtf_ema20_falling+mtf_volatility,11743,0.36072554,1.23344912,2005,0.42244389,1.49112182,0.40099153,2089,0.35950215,1.56059405,0.33920001
h4,bear,6,rsi_down3+mtf_volatility,5370,0.36033520,1.23211439,1010,0.41980198,1.48179653,0.38972533,894,0.34563758,1.50040814,0.31518332
h4,bear,6,atr_expand+mtf_di_strong_bear+range_expand,1009,0.35976214,1.23015492,225,0.29333333,1.03539368,0.23771194,158,0.24050633,1.04403477,0.18053234
h4,bear,6,mtf_volatility+pullback_bear,9891,0.35931655,1.22863128,1858,0.38697524,1.36592631,0.36508353,1778,0.31664792,1.37456439,0.29544106
h4,bear,6,atr_expand+mtf_macd_falling,2522,0.35884219,1.22700927,458,0.36462882,1.28704901,0.32184275,375,0.28800000,1.25020416,0.24450001
h4,bear,6,adx25+mtf_volatility,11278,0.35884022,1.22700254,1982,0.39455096,1.39266671,0.37325755,1979,0.35320869,1.53327422,0.33245328
h4,bear,6,adx_rising+atr_expand,3127,0.35881036,1.22690044,620,0.38064516,1.34358270,0.34327163,565,0.25132743,1.09100904,0.21732059
h4,bear,6,bb_expand+mtf_volatility,5030,0.35864811,1.22634565,996,0.40562249,1.43174646,0.37554784,903,0.33333333,1.44699555,0.30334976
h4,bear,6,atr_expand+mtf_adx25,1886,0.35843054,1.22560170,283,0.33215548,1.17242618,0.27985207,262,0.31297710,1.35862941,0.25987264
h4,bear,6,atr_expand+mtf_macd_bear+pullback_bear,880,0.35795455,1.22397410,193,0.40932642,1.44482043,0.34238239,138,0.21739130,0.94369275,0.15673529
h4,bear,6,price200_bear+mtf_volatility,11676,0.35774238,1.22324863,1939,0.44094894,1.55644005,0.41898792,2043,0.36221243,1.57235934,0.34164727
h4,bear,6,ema200_falling+mtf_volatility,11676,0.35774238,1.22324863,1939,0.44094894,1.55644005,0.41898792,2043,0.36221243,1.57235934,0.34164727
h4,bear,6,volatility+mtf_di_strong_bear,8984,0.35730187,1.22174237,1617,0.37291280,1.31628940,0.34966996,1491,0.28772636,1.24901628,0.26531638
h4,bear,6,mtf_volatility+close_near_low,4393,0.35715912,1.22125425,861,0.39140534,1.38156347,0.35935613,738,0.35772358,1.55287328,0.32395975
h4,bear,12,atr_expand+mtf_volatility,1172,0.57849829,1.30621170,192,0.55208333,1.29883227,0.48140813,172,0.44767442,1.17424312,0.37531222
h4,bear,12,mtf_macd_bear+adx_up3+atr_expand,861,0.54239257,1.22468731,189,0.64021164,1.50616309,0.56962289,162,0.38888889,1.02004958,0.31722302
h4,bear,12,atr_expand+mtf_di_strong_bear+pullback_bear,553,0.54068716,1.22083661,123,0.39024390,0.91808853,0.30861148,83,0.34939759,0.91646451,0.25556126
h4,bear,12,atr_expand+mtf_di_strong_bear+structure_breakout20_down,272,0.53308824,1.20367873,58,0.37931034,0.89236622,0.26564273,61,0.49180328,1.28999244,0.37060395
h4,bear,12,price20_cross_down+mtf_volatility,1261,0.52973830,1.19611480,236,0.53389831,1.25605014,0.47022016,213,0.48356808,1.26839163,0.41734466
h4,bear,12,mtf_di_strong_bear+mtf_volatility,9173,0.52894364,1.19432050,1449,0.55624569,1.30862463,0.53054932,1561,0.56694427,1.48708610,0.54222918
h4,bear,12,breakout20_down+mtf_volatility,1020,0.52549020,1.18652285,170,0.57647059,1.35620577,0.50130966,185,0.57837838,1.51707760,0.50633445
h4,bear,12,mtf_volatility+structure_breakout20_down,1020,0.52549020,1.18652285,170,0.57647059,1.35620577,0.50130966,185,0.57837838,1.51707760,0.50633445
h4,bear,12,mtf_adx25+mtf_volatility,11657,0.52534958,1.18620533,1838,0.46191513,1.08670238,0.43922623,2194,0.48860529,1.28160416,0.46772708
h4,bear,12,rsi_cross50_down+mtf_volatility,1103,0.52493200,1.18526248,217,0.52534562,1.23592908,0.45904367,188,0.50531915,1.32544436,0.43446324
h4,bear,12,mtf_rsi40+mtf_volatility,5389,0.52477269,1.18490275,861,0.55516841,1.30609023,0.52180248,945,0.61904762,1.62375239,0.58766259
h4,bear,12,macd_cross_down+mtf_volatility,843,0.52431791,1.18387591,156,0.53205128,1.25170483,0.45392379,122,0.45081967,1.18249307,0.36537290
h4,bear,12,di_cross_down+mtf_volatility,886,0.52144470,1.17738837,173,0.55491329,1.30549004,0.48046354,148,0.48648649,1.27604658,0.40732816
h4,bear,12,atr_expand+mtf_di_strong_bear+structure_ll,574,0.52090592,1.17617186,102,0.37254902,0.87645951,0.28494976,97,0.45360825,1.18980746,0.35819192
h4,bear,12,mtf_di_bear+mtf_volatility,11983,0.51948594,1.17296562,2074,0.55641273,1.30901762,0.53494677,2011,0.54251616,1.42301155,0.52068181
h4,bear,12,rsi_cross45_down+mtf_volatility,1011,0.51829871,1.17028495,214,0.49065421,1.15431399,0.42443350,183,0.55737705,1.46199143,0.48496744
h4,bear,12,macd_bear+mtf_volatility,11034,0.51749139,1.16846206,2083,0.52808449,1.24237256,0.50661432,1824,0.45230263,1.18638285,0.42958538
h4,bear,12,volatility+mtf_volatility,9620,0.51735967,1.16816464,1647,0.56709168,1.33414094,0.54303383,1395,0.49677419,1.30303107,0.47058163
h4,bear,12,di_spread_down3+mtf_volatility,5533,0.51707934,1.16753168,1038,0.53853565,1.26695996,0.50812245,945,0.47513228,1.24626465,0.44345795
h4,bear,12,volatility+mtf_rsi40,5771,0.51637498,1.16594127,975,0.56512821,1.32952166,0.53381552,928,0.45797414,1.20125912,0.42615741
h4,bear,12,mtf_volatility+impulse_bear,3668,0.51635769,1.16590223,650,0.54307692,1.27764377,0.50464052,632,0.51582278,1.35299523,0.47688288
h4,bear,12,adx_cross25_up+atr_expand,196,0.51530612,1.16352787,38,0.36842105,0.86674805,0.23384219,38,0.26315789,0.69025911,0.14971621
h4,bear,12,atr_expand+mtf_adx_rising+pullback_bear,892,0.51457399,1.16187476,143,0.37062937,0.87194334,0.29582326,134,0.37313433,0.97872561,0.29585453
h4,bear,12,adx_up3+atr_expand,1626,0.51414514,1.16090645,337,0.53709199,1.26356361,0.48373721,330,0.40303030,1.05714229,0.35151767
h4,bear,12,atr_expand+mtf_di_strong_bear+impulse_bear,500,0.51400000,1.16057873,88,0.39772727,0.93569392,0.30181738,92,0.46739130,1.22596021,0.36880118
h4,bear,12,body_bear+mtf_volatility,3293,0.51229882,1.15673756,585,0.51794872,1.21852711,0.47747259,564,0.52836879,1.38590322,0.48711781
h4,bear,12,rsi40+volatility,6682,0.51107453,1.15397320,1250,0.56080000,1.31933912,0.53314288,1198,0.42821369,1.12319792,0.40046710
h4,bear,12,mtf_volatility+pullback_bear,9891,0.51005965,1.15168167,1858,0.52583423,1.23707858,0.50309965,1778,0.47750281,1.25248254,0.45435898
h4,bear,12,atr_expand+mtf_adx_rising+structure_breakout20_down,354,0.50847458,1.14810268,70,0.40000000,0.94104074,0.29334258,70,0.48571429,1.27402110,0.37245878
h4,bear,12,rsi_down1+mtf_volatility,4501,0.50810931,1.14727793,873,0.54066438,1.27196801,0.50750074,773,0.50840880,1.33354846,0.47321192
h4,bear,12,bb_lower+mtf_volatility,4504,0.50799290,1.14701507,826,0.55569007,1.30731749,0.52162404,726,0.52341598,1.37291206,0.48705762
h4,bear,12,body_expand+mtf_volatility,6625,0.50777358,1.14651989,1278,0.53364632,1.25545733,0.50623570,1136,0.50528169,1.32534611,0.47623892
h4,bear,12,rsi40+atr_expand,1581,0.50727388,1.14539158,317,0.53312303,1.25422622,0.47813441,298,0.41946309,1.10024523,0.36480873
h4,bear,12,mtf_volatility,22922,0.50671844,1.14413743,4310,0.52204176,1.22815642,0.50711604,3968,0.48387097,1.26918611,0.46834495
h4,bear,12,trend_bear+mtf_volatility,8352,0.50634579,1.14329601,1331,0.55597295,1.30798300,0.52915724,1488,0.57795699,1.51597230,0.55269361
h4,bear,12,mtf_volatility+distance_low_ok,12222,0.50605466,1.14263865,2404,0.54076539,1.27220566,0.52079554,2193,0.48837209,1.28099249,0.46748977
h4,bear,12,mtf_volatility+structure_lh,11270,0.50603372,1.14259138,2162,0.52035153,1.22417996,0.49927545,1961,0.48750637,1.27872173,0.46542944
h4,bear,12,bb_lower+atr_expand,1846,0.50595883,1.14242229,347,0.50720461,1.19325051,0.45481171,334,0.41916168,1.09945463,0.36745777
h4,bear,12,rsi40+mtf_volatility,5248,0.50571646,1.14187504,844,0.58767773,1.38257170,0.55414371,866,0.53233256,1.39630013,0.49903148
h4,bear,12,atr_expand+mtf_macd_bear+structure_breakout20_down,459,0.50544662,1.14126576,103,0.60194175,1.41612927,0.50538686,79,0.40506329,1.06247479,0.30366278
h4,bear,12,momentum_bear+mtf_volatility,7472,0.50521949,1.14075290,1365,0.53992674,1.27023265,0.51341150,1224,0.51143791,1.34149377,0.48344235
h4,bear,12,rsi_down3+mtf_volatility,5370,0.50465549,1.13947944,1010,0.53465347,1.25782673,0.50381841,894,0.48322148,1.26748250,0.45060630
h4,bear,12,atr_expand+mtf_adx_rising+structure_ll,904,0.50442478,1.13895850,173,0.38728324,0.91112326,0.31789400,144,0.42361111,1.11112543,0.34592021
h4,bear,12,bb_bear+mtf_volatility,11100,0.50432432,1.13873168,2026,0.53455084,1.25758529,0.51278596,1831,0.49699618,1.30361333,0.47412484
h4,bear,12,price200_cross_down+mtf_volatility,371,0.50404313,1.13809675,76,0.53947368,1.26916679,0.42822624,69,0.49275362,1.29248518,0.37832423
h4,bear,12,price20_bear+mtf_volatility,11106,0.50396182,1.13791317,2034,0.53834808,1.26651870,0.51663096,1858,0.50053821,1.31290404,0.47782557
h4,bear,12,ema20_falling+mtf_volatility,11106,0.50396182,1.13791317,2034,0.53834808,1.26651870,0.51663096,1858,0.50053821,1.31290404,0.47782557
h4,bear,12,breakout20_down+atr_expand,778,0.50385604,1.13767433,150,0.52000000,1.22335296,0.44055237,144,0.42361111,1.11112543,0.34592021
h4,bear,12,atr_expand+structure_breakout20_down,778,0.50385604,1.13767433,150,0.52000000,1.22335296,0.44055237,144,0.42361111,1.11112543,0.34592021
h4,bear,12,bb_expand+mtf_volatility,5030,0.50377734,1.13749661,996,0.52610442,1.23771423,0.49505402,903,0.45957918,1.20546913,0.42731386
h4,bear,12,ema20_slope_down3+mtf_volatility,11149,0.50372231,1.13737236,2053,0.53872382,1.26740265,0.51710812,1883,0.50451407,1.32333266,0.48194521
h4,bear,12,momentum_bear+atr_expand,1730,0.50346821,1.13679862,334,0.51497006,1.21151952,0.46150697,272,0.42279412,1.10898247,0.36556214
h4,bear,12,mtf_macd_falling+mtf_volatility,11127,0.50337018,1.13657728,2032,0.53789370,1.26544972,0.51616523,1771,0.48221344,1.26483844,0.45900509
h4,bear,12,macd_falling+mtf_volatility,11263,0.50324070,1.13628492,2169,0.51037344,1.20070551,0.48933617,1991,0.47764942,1.25286709,0.45577297
h4,bear,12,macd_accel_down+mtf_volatility,11263,0.50324070,1.13628492,2169,0.51037344,1.20070551,0.48933617,1991,0.47764942,1.25286709,0.45577297
h4,bear,12,di_strong_bear+atr_expand,2257,0.50155073,1.13246908,431,0.54524362,1.28274115,0.49803991,421,0.42755344,1.12146611,0.38116070
h4,bear,12,mtf_volatility+range_expand,8716,0.50137678,1.13207631,1628,0.53869779,1.26734141,0.51441994,1480,0.50608108,1.32744290,0.48062679
h4,bear,12,macd_bear+atr_expand,2630,0.50114068,1.13154323,500,0.48000000,1.12924889,0.43652843,431,0.41531323,1.08936020,0.36973920
h4,bear,12,volatility+mtf_di_strong_bear,8984,0.50077916,1.13072693,1617,0.50773036,1.19448740,0.48337342,1491,0.42454728,1.11358100,0.39968405
h4,bear,12,mtf_adx_rising+mtf_volatility,10972,0.50072913,1.13061396,2008,0.50747012,1.19387514,0.48560981,1945,0.53059126,1.39173272,0.50837365
h4,bear,12,adx25+mtf_volatility,11278,0.50062068,1.13036908,1982,0.52421796,1.23327615,0.50220583,1979,0.51743305,1.35721893,0.49540496
h4,bear,12,mtf_price20_bear+mtf_volatility,11743,0.50029805,1.12964061,2005,0.54314214,1.27779721,0.52127624,2089,0.53518430,1.40378019,0.51375122
h4,bear,12,mtf_ema20_falling+mtf_volatility,11743,0.50029805,1.12964061,2005,0.54314214,1.27779721,0.52127624,2089,0.53518430,1.40378019,0.51375122
h4,bear,12,ema20_slope_down3+atr_expand,2514,0.50000000,1.12896763,494,0.50202429,1.18106328,0.45808799,412,0.41990291,1.10139888,0.37320096
h4,bear,12,trend_bear+price200_cross_down,160,0.50000000,1.12896763,28,0.39285714,0.92423644,0.23565687,27,0.37037037,0.97147579,0.21532513
h4,bear,12,price200_bear+mtf_volatility,11676,0.49974306,1.12838749,1939,0.56214544,1.32250439,0.53996155,2043,0.53548703,1.40457424,0.51381408
h4,bear,12,ema200_falling+mtf_volatility,11676,0.49974306,1.12838749,1939,0.56214544,1.32250439,0.53996155,2043,0.53548703,1.40457424,0.51381408
h4,bear,12,momentum_bear+volatility,8704,0.49850643,1.12559526,1840,0.50869565,1.19675833,0.48585884,1478,0.41610284,1.09143136,0.39122274
h4,bear,12,mtf_volatility+mtf_bb_bear,11626,0.49767762,1.12372385,2067,0.53604257,1.26109475,0.51449664,2128,0.53524436,1.40393773,0.51400890
h4,bear,12,price20_bear+atr_expand,2595,0.49749518,1.12331192,493,0.50912779,1.19777498,0.46509927,429,0.42657343,1.11889554,0.38062766
h4,bear,12,ema20_falling+atr_expand,2595,0.49749518,1.12331192,493,0.50912779,1.19777498,0.46509927,429,0.42657343,1.11889554,0.38062766
h4,bear,12,di_bear+mtf_volatility,12133,0.49682684,1.12180283,2227,0.53794342,1.26556669,0.51718945,2244,0.50935829,1.33603896,0.48867616
h4,bear,12,bb_bear+atr_expand,2608,0.49654908,1.12117568,491,0.50916497,1.19786245,0.46504720,429,0.43356643,1.13723809,0.38746638
h4,bear,12,volatility+breakout20_down,1855,0.49649596,1.12105573,346,0.52601156,1.23749577,0.47340200,272,0.46323529,1.21505906,0.40489985
h4,bear,12,volatility+structure_breakout20_down,1855,0.49649596,1.12105573,346,0.52601156,1.23749577,0.47340200,272,0.46323529,1.21505906,0.40489985
h4,bear,12,mtf_volatility+close_near_low,4393,0.49647166,1.12100087,861,0.51335656,1.20772360,0.47998563,738,0.51626016,1.35414247,0.48021478
h4,bear,12,mtf_macd_bear+mtf_volatility,11733,0.49629251,1.12059636,2297,0.50936003,1.19832136,0.48891768,2186,0.51280878,1.34508955,0.49185148
h4,bear,12,price20_cross_down+mtf_di_strong_bear+structure_ll,397,0.49622166,1.12043639,60,0.45000000,1.05867083,0.33093654,64,0.51562500,1.35247645,0.39581601
h4,bear,12,di_strong_bear+mtf_volatility,9065,0.49597352,1.11987611,1676,0.53937947,1.26894515,0.51545328,1715,0.52011662,1.36425789,0.49645333
h4,bear,12,rsi_cross50_down+breakout20_down,204,0.49509804,1.11789932,54,0.42592593,1.00203412,0.30331824,46,0.45652174,1.19744950,0.32154734
h4,bear,24,atr_expand+mtf_volatility,1172,0.67320819,1.14092886,192,0.64583333,1.11972663,0.57592947,172,0.52906977,0.98355237,0.45465476
h4,bear,24,breakout20_down+mtf_volatility,1020,0.66960784,1.13482712,170,0.72352941,1.25443378,0.65192170,185,0.67567568,1.25609598,0.60524001
h4,bear,24,mtf_volatility+structure_breakout20_down,1020,0.66960784,1.13482712,170,0.72352941,1.25443378,0.65192170,185,0.67567568,1.25609598,0.60524001
h4,bear,24,price200_cross_down+mtf_volatility,371,0.66576819,1.12831982,76,0.67105263,1.16345110,0.55943809,69,0.56521739,1.05075160,0.44788404
h4,bear,24,atr_expand+mtf_di_strong_bear+structure_breakout20_down,272,0.66544118,1.12776561,58,0.58620690,1.01634808,0.45798408,61,0.55737705,1.03617623,0.43303368
h4,bear,24,volatility+mtf_rsi40,5771,0.66227690,1.12240291,975,0.69435897,1.20385894,0.66472657,928,0.60560345,1.12583017,0.57378618
h4,bear,24,atr_expand+mtf_di_strong_bear+impulse_bear,500,0.66000000,1.11854410,88,0.62500000,1.08360641,0.52062246,92,0.52173913,0.96992455,0.42085697
h4,bear,24,volatility+mtf_volatility,9620,0.65665281,1.11287140,1647,0.67820279,1.17584783,0.65524885,1395,0.63512545,1.18071222,0.60952465
h4,bear,24,macd_cross_down+mtf_volatility,843,0.65599051,1.11174896,156,0.63461538,1.10027728,0.55665943,122,0.61475410,1.14284143,0.52615214
h4,bear,24,rsi_cross45_down+mtf_volatility,1011,0.65578635,1.11140296,214,0.63551402,1.10183531,0.56916791,183,0.69398907,1.29014099,0.62380250
h4,bear,24,di_spread_down3+mtf_volatility,5533,0.65570215,1.11126026,1038,0.66763006,1.15751714,0.63840134,945,0.60846561,1.13115099,0.57696675
h4,bear,24,volatility+breakout20_down,1855,0.65498652,1.11004744,346,0.68786127,1.19259342,0.63719934,272,0.55882353,1.03886527,0.49940344
h4,bear,24,volatility+structure_breakout20_down,1855,0.65498652,1.11004744,346,0.68786127,1.19259342,0.63719934,272,0.55882353,1.03886527,0.49940344
h4,bear,24,price20_cross_down+mtf_volatility,1261,0.65424266,1.10878677,236,0.67372881,1.16809098,0.61154510,213,0.61032864,1.13461440,0.54343522
h4,bear,24,mtf_adx25+mtf_volatility,11657,0.65411341,1.10856771,1838,0.62132753,1.07723919,0.59892098,2194,0.62762078,1.16676088,0.60718533
h4,bear,24,atr_expand+mtf_macd_bear+structure_breakout20_down,459,0.65359477,1.10768875,103,0.73786408,1.27928679,0.64548133,79,0.45569620,0.84714929,0.35048458
h4,bear,24,rsi40+volatility,6682,0.65354684,1.10760752,1250,0.68880000,1.19422095,0.66258831,1198,0.54757930,1.01796199,0.51928712
h4,bear,24,atr_expand+mtf_price20_bear+structure_breakout20_down,443,0.65237020,1.10561339,96,0.67708333,1.17390695,0.57829831,79,0.48101266,0.89421314,0.37429730
h4,bear,24,macd_falling+mtf_volatility,11263,0.65195774,1.10491436,2169,0.64730290,1.12227452,0.62695038,1991,0.63485686,1.18021290,0.61346732
h4,bear,24,macd_accel_down+mtf_volatility,11263,0.65195774,1.10491436,2169,0.64730290,1.12227452,0.62695038,1991,0.63485686,1.18021290,0.61346732
h4,bear,24,macd_bear+mtf_volatility,11034,0.65171289,1.10449940,2083,0.68410946,1.18608863,0.66382265,1824,0.59868421,1.11296715,0.57600494
h4,bear,24,mtf_macd_bear+adx_up3+atr_expand,861,0.65156794,1.10425375,189,0.75661376,1.31179443,0.69072002,162,0.50617284,0.94098647,0.42993782
h4,bear,24,di_cross_down+mtf_volatility,886,0.65124153,1.10370057,173,0.64161850,1.11241907,0.56780001,148,0.58783784,1.09280351,0.50729238
h4,bear,24,mtf_volatility+impulse_bear,3668,0.65103599,1.10335221,650,0.65384615,1.13361902,0.61646540,632,0.63924051,1.18836220,0.60106352
h4,bear,24,mtf_rsi40+mtf_volatility,5389,0.65095565,1.10321606,861,0.68292683,1.18403823,0.65109045,945,0.76931217,1.43016829,0.74139473
h4,bear,24,mtf_di_strong_bear+mtf_volatility,9173,0.65016897,1.10188283,1449,0.69289165,1.20131493,0.66865599,1561,0.71492633,1.32906382,0.69202475
h4,bear,24,rsi_down1+mtf_volatility,4501,0.65007776,1.10172825,873,0.65864834,1.14194490,0.62656109,773,0.63130660,1.17361289,0.59672491
h4,bear,24,rsi_down3+mtf_volatility,5370,0.64916201,1.10017627,1010,0.66534653,1.15355803,0.63566739,894,0.61185682,1.13745533,0.57949825
d1,bull,1,adx_up3+atr_expand,229,0.42794760,1.68679191,38,0.60526316,2.41590693,0.44717868,60,0.21666667,1.09783147,0.13123044
d1,bull,1,volatility+atr_expand,436,0.38761468,1.52781627,112,0.50000000,1.99574920,0.40894871,96,0.28125000,1.42506970,0.20107411
d1,bull,1,adx25+atr_expand,323,0.37461300,1.47656906,47,0.36170213,1.44373347,0.23966213,69,0.28985507,1.46867087,0.19616058
d1,bull,1,atr_expand+bb_expand,313,0.35463259,1.39781455,96,0.52083333,2.07890542,0.42203768,84,0.25000000,1.26672862,0.16972313
d1,bull,1,volatility+adx_up3,853,0.35052755,1.38163419,142,0.36619718,1.46167547,0.29145378,189,0.29100529,1.47449893,0.23092437
d1,bull,1,atr_expand+pullback_bull,261,0.34865900,1.37426916,43,0.46511628,1.85651089,0.32511058,55,0.20000000,1.01338290,0.11552215
d1,bull,1,volatility+rsi_cross55_up,262,0.34732824,1.36902386,62,0.32258065,1.28758013,0.21954491,39,0.25641026,1.29920885,0.14568781
d1,bull,1,adx_rising+atr_expand,401,0.34413965,1.35645575,97,0.44329897,1.76942713,0.34847593,114,0.26315789,1.33339855,0.19099960
d1,bull,1,trend_bull+atr_expand,305,0.33770492,1.33109270,59,0.44067797,1.75896540,0.32150212,84,0.27380952,1.38736945,0.18992826
d1,bull,1,volatility+rsi_cross50_up,261,0.33716475,1.32896358,56,0.50000000,1.99574920,0.37331739,55,0.32727273,1.65826293,0.21813066
d1,bull,1,price200_bull+atr_expand,346,0.33526012,1.32145630,70,0.42857143,1.71064217,0.31935309,89,0.23595506,1.19556410,0.15982439
d1,bull,1,ema200_rising+atr_expand,346,0.33526012,1.32145630,70,0.42857143,1.71064217,0.31935309,89,0.23595506,1.19556410,0.15982439
d1,bull,1,atr_expand+mtf_adx25,485,0.33402062,1.31657072,107,0.44859813,1.79057872,0.35777335,125,0.24800000,1.25659480,0.18056747
d1,bull,1,adx_cross25_up+bb_expand,162,0.33333333,1.31386173,37,0.24324324,0.97090502,0.13361353,32,0.31250000,1.58341078,0.17952542
d1,bull,1,volatility+mtf_volatility,1957,0.32958610,1.29909169,342,0.37719298,1.50556519,0.32745683,274,0.32846715,1.66431498,0.27556371
d1,bull,1,price200_bull+volatility,2538,0.32939322,1.29833145,424,0.29952830,1.19556674,0.25788786,504,0.27182540,1.37731604,0.23481862
d1,bull,1,ema200_rising+volatility,2538,0.32939322,1.29833145,424,0.29952830,1.19556674,0.25788786,504,0.27182540,1.37731604,0.23481862
d1,bull,1,atr_expand+mtf_volatility,612,0.32843137,1.29454023,145,0.44827586,1.78929239,0.36970462,135,0.25185185,1.27611180,0.18618897
d1,bull,1,trend_bull+volatility,2009,0.32702837,1.28901018,327,0.29663609,1.18402246,0.24972094,379,0.26649077,1.35028592,0.22448424
d1,bull,1,adx_up3+mtf_volatility,1060,0.32547170,1.28287442,202,0.27722772,1.10655401,0.22009338,220,0.25909091,1.31279148,0.20567994
d1,bull,1,volatility+mtf_macd_rising,2246,0.32502226,1.28110293,396,0.37121212,1.48169259,0.32507812,378,0.27777778,1.40747625,0.23503255
d1,bull,1,volatility+close_near_high,1221,0.32268632,1.27189563,218,0.33944954,1.35491230,0.27985630,215,0.29767442,1.50829083,0.24054278
d1,bull,1,atr_expand+mtf_macd_rising,342,0.32163743,1.26776131,71,0.45070423,1.79898520,0.34047961,86,0.23255814,1.17835221,0.15589109
d1,bull,1,adx25+volatility,2310,0.31991342,1.26096599,361,0.27977839,1.11673501,0.23597751,432,0.28240741,1.43093419,0.24201870
d1,bull,1,adx_rising+price20_cross_up,172,0.31976744,1.26039061,41,0.36585366,1.46030429,0.23589831,21,0.14285714,0.72384493,0.04981012
d1,bull,1,adx_up3+mtf_macd_bull+pullback_bull,251,0.31474104,1.24057860,55,0.27272727,1.08859047,0.17280752,50,0.28000000,1.41873606,0.17474171
d1,bull,1,trend_bull+mtf_volatility,2054,0.31353457,1.23582320,460,0.28913043,1.15406367,0.24958216,395,0.26075949,1.32124606,0.21991373
d1,bull,1,adx_up3+adx_cross25_up,170,0.31176471,1.22884714,38,0.18421053,0.73527602,0.09221765,37,0.21621622,1.09554908,0.11386512
d1,bull,1,bb_expand+mtf_volatility,1419,0.31148696,1.22775239,342,0.34210526,1.36551261,0.29382861,267,0.26966292,1.36635897,0.21997685
d1,bull,1,trend_bull+breakout20_up,649,0.31124807,1.22681079,172,0.27325581,1.09070015,0.21215705,138,0.18115942,0.91791929,0.12582545
d1,bull,1,trend_bull+structure_breakout20_up,649,0.31124807,1.22681079,172,0.27325581,1.09070015,0.21215705,138,0.18115942,0.91791929,0.12582545
d1,bull,1,volatility+bb_expand,1189,0.31034483,1.22325057,245,0.38775510,1.54772387,0.32892508,229,0.30567686,1.54883849,0.24962217
d1,bull,1,volatility+range_expand,1938,0.30908153,1.21827117,356,0.34269663,1.36787305,0.29530944,333,0.24624625,1.24770868,0.20304106
d1,bull,1,atr_expand+mtf_trend_bull,217,0.30875576,1.21698713,51,0.49019608,1.95661687,0.35857486,32,0.12500000,0.63336431,0.04970134
d1,bull,1,volatility+mtf_adx25,2287,0.30870136,1.21677269,397,0.34256927,1.36736469,0.29759546,395,0.31139241,1.57779869,0.26772751
d1,bull,1,atr_expand+distance_high_ok,269,0.30855019,1.21617684,70,0.38571429,1.53957796,0.28047691,54,0.20370370,1.03214925,0.11774054
d1,bull,1,bb_expand+mtf_adx_rising+close_near_high,545,0.30642202,1.20778849,111,0.31531532,1.25858058,0.23628881,82,0.18292683,0.92687460,0.11411022
d1,bull,1,volatility+mtf_price200_bull,2230,0.30627803,1.20722093,473,0.31289641,1.24892551,0.27275927,368,0.24184783,1.22542226,0.20091017
d1,bull,1,volatility+bb_bull,2250,0.30622222,1.20700097,448,0.34151786,1.36316798,0.29911909,359,0.23955432,1.21380124,0.19830892
d1,bull,1,price200_bull+mtf_volatility,2554,0.30579483,1.20531638,557,0.27827648,1.11074013,0.24267452,484,0.23553719,1.19344680,0.19990765
d1,bull,1,ema200_rising+mtf_volatility,2554,0.30579483,1.20531638,557,0.27827648,1.11074013,0.24267452,484,0.23553719,1.19344680,0.19990765
d1,bull,1,adx25+adx_cross25_up,262,0.30534351,1.20353746,54,0.22222222,0.88699965,0.13195417,55,0.23636364,1.19763434,0.14366656
d1,bull,1,adx_rising+adx_cross25_up,262,0.30534351,1.20353746,54,0.22222222,0.88699965,0.13195417,55,0.23636364,1.19763434,0.14366656
d1,bull,1,macd_bull+volatility,2244,0.30525847,1.20320225,403,0.36724566,1.46586046,0.32164081,353,0.23229462,1.17701697,0.19126638
d1,bull,1,volatility+body_expand,1344,0.30505952,1.20241810,263,0.37262357,1.48732640,0.31641593,205,0.31219512,1.58186599,0.25270764
d1,bull,1,mtf_adx25+mtf_volatility,2518,0.30500397,1.20219913,535,0.29719626,1.18625840,0.26002664,449,0.24944321,1.26390740,0.21165981
d1,bull,1,adx25+mtf_volatility,1932,0.30486542,1.20165304,350,0.25714286,1.02638530,0.21416415,296,0.29729730,1.50637999,0.24809422
d1,bull,1,volatility+body_bull,992,0.30443548,1.19995839,179,0.34078212,1.36023130,0.27534477,185,0.31891892,1.61593489,0.25602849
d1,bull,1,price200_bull+adx_cross25_up,162,0.30246914,1.19220786,36,0.27777778,1.10874956,0.15848338,36,0.25000000,1.26672862,0.13750478
d1,bull,1,ema200_rising+adx_cross25_up,162,0.30246914,1.19220786,36,0.27777778,1.10874956,0.15848338,36,0.25000000,1.26672862,0.13750478
d1,bull,1,trend_bull+bb_expand,1491,0.30181087,1.18961323,359,0.27298050,1.08960124,0.22948273,296,0.22297297,1.12978499,0.17927503
d1,bull,1,volatility+ema20_slope_up3,2204,0.30172414,1.18927139,451,0.31042129,1.23904607,0.26947301,362,0.24033149,1.21773912,0.19918892
d1,bull,1,momentum_bull+volatility,1482,0.30161943,1.18885869,295,0.31864407,1.27186729,0.26809548,238,0.23949580,1.21350473,0.18968713
d1,bull,1,volatility+di_cross_up,209,0.30143541,1.18813333,52,0.40384615,1.61195128,0.28159734,35,0.25714286,1.30292087,0.14163027
d1,bull,1,volatility+mtf_macd_bull,2306,0.30095403,1.18623596,422,0.35545024,1.41877905,0.31127421,409,0.28361858,1.43707110,0.24210476
