timeframe,period,from_target,to_target,conditions,samples_after_from,continuation_rate,unconditional_to_rate,continuation_lift,wilson95_lower
d1,validation,100,150,trend_bull+volatility+mtf_di_strong_bull+cross_group_return_up,38,0.44736842,1418.52348420,0.00031538,0.30146401
d1,validation,150,200,trend_bull+volatility+mtf_di_strong_bull+cross_group_return_up,27,0.29629630,1403.22922252,0.00021115,0.15853040
d1,validation,200,300,trend_bull+volatility+mtf_di_strong_bull+cross_group_return_up,17,0.47058824,1391.62974684,0.00033816,0.26165106
d1,oos,50,100,trend_bull+volatility+mtf_di_strong_bull+cross_group_return_up,40,0.42500000,1694.40840336,0.00025083,0.28509393
d1,oos,100,150,trend_bull+volatility+mtf_di_strong_bull+cross_group_return_up,28,0.35714286,1686.77329624,0.00021173,0.20705830
d1,oos,150,200,trend_bull+volatility+mtf_di_strong_bull+cross_group_return_up,17,0.29411765,1672.88275862,0.00017581,0.13279990
d1,oos,200,300,trend_bull+volatility+mtf_di_strong_bull+cross_group_return_up,8,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,price200_bull+volatility+strong_close_bull+mtf_di_strong_bull,256,0.50781250,649.04815475,0.00078240,0.44690987
d1,discovery,100,150,price200_bull+volatility+strong_close_bull+mtf_di_strong_bull,198,0.43434343,652.65869018,0.00066550,0.36720052
d1,discovery,150,200,price200_bull+volatility+strong_close_bull+mtf_di_strong_bull,158,0.32278481,664.97096668,0.00048541,0.25483686
d1,discovery,200,300,price200_bull+volatility+strong_close_bull+mtf_di_strong_bull,109,0.38532110,698.42172285,0.00055170,0.29934588
d1,validation,50,100,price200_bull+volatility+strong_close_bull+mtf_di_strong_bull,32,0.40625000,1423.81619256,0.00028532,0.25519635
d1,validation,100,150,price200_bull+volatility+strong_close_bull+mtf_di_strong_bull,20,0.35000000,1418.52348420,0.00024674,0.18119182
d1,validation,150,200,price200_bull+volatility+strong_close_bull+mtf_di_strong_bull,16,0.43750000,1403.22922252,0.00031178,0.23098652
d1,validation,200,300,price200_bull+volatility+strong_close_bull+mtf_di_strong_bull,11,0.63636364,1391.62974684,0.00045728,0.35380117
d1,oos,50,100,price200_bull+volatility+strong_close_bull+mtf_di_strong_bull,37,0.54054054,1694.40840336,0.00031901,0.38384047
d1,oos,100,150,price200_bull+volatility+strong_close_bull+mtf_di_strong_bull,26,0.34615385,1686.77329624,0.00020522,0.19412230
d1,oos,150,200,price200_bull+volatility+strong_close_bull+mtf_di_strong_bull,15,0.46666667,1672.88275862,0.00027896,0.24809535
d1,oos,200,300,price200_bull+volatility+strong_close_bull+mtf_di_strong_bull,9,0.11111111,1655.18243243,0.00006713,0.01989089
d1,discovery,50,100,adx25+strong_close_bull+mtf_volatility+cross_group_return_up,100,0.45000000,649.04815475,0.00069332,0.35614538
d1,discovery,100,150,adx25+strong_close_bull+mtf_volatility+cross_group_return_up,64,0.37500000,652.65869018,0.00057457,0.26665980
d1,discovery,150,200,adx25+strong_close_bull+mtf_volatility+cross_group_return_up,39,0.10256410,664.97096668,0.00015424,0.04061331
d1,discovery,200,300,adx25+strong_close_bull+mtf_volatility+cross_group_return_up,27,0.29629630,698.42172285,0.00042424,0.15853040
d1,validation,50,100,adx25+strong_close_bull+mtf_volatility+cross_group_return_up,23,0.21739130,1423.81619256,0.00015268,0.09663978
d1,validation,100,150,adx25+strong_close_bull+mtf_volatility+cross_group_return_up,10,0.30000000,1418.52348420,0.00021149,0.10779127
d1,validation,150,200,adx25+strong_close_bull+mtf_volatility+cross_group_return_up,5,0.40000000,1403.22922252,0.00028506,0.11762077
d1,validation,200,300,adx25+strong_close_bull+mtf_volatility+cross_group_return_up,3,0.66666667,1391.62974684,0.00047905,0.20765960
d1,oos,50,100,adx25+strong_close_bull+mtf_volatility+cross_group_return_up,21,0.47619048,1694.40840336,0.00028104,0.28344006
d1,oos,100,150,adx25+strong_close_bull+mtf_volatility+cross_group_return_up,14,0.35714286,1686.77329624,0.00021173,0.16344732
d1,oos,150,200,adx25+strong_close_bull+mtf_volatility+cross_group_return_up,7,0.42857143,1672.88275862,0.00025619,0.15821986
d1,oos,200,300,adx25+strong_close_bull+mtf_volatility+cross_group_return_up,7,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,trend_bull+strong_close_bull+cross_target_relative_up,324,0.46913580,649.04815475,0.00072281,0.41547592
d1,discovery,100,150,trend_bull+strong_close_bull+cross_target_relative_up,225,0.43555556,652.65869018,0.00066736,0.37238713
d1,discovery,150,200,trend_bull+strong_close_bull+cross_target_relative_up,165,0.37575758,664.97096668,0.00056507,0.30547649
d1,discovery,200,300,trend_bull+strong_close_bull+cross_target_relative_up,117,0.36752137,698.42172285,0.00052622,0.28566809
d1,validation,50,100,trend_bull+strong_close_bull+cross_target_relative_up,113,0.45132743,1423.81619256,0.00031698,0.36268324
d1,validation,100,150,trend_bull+strong_close_bull+cross_target_relative_up,75,0.49333333,1418.52348420,0.00034778,0.38330010
d1,validation,150,200,trend_bull+strong_close_bull+cross_target_relative_up,51,0.39215686,1403.22922252,0.00027947,0.27027341
d1,validation,200,300,trend_bull+strong_close_bull+cross_target_relative_up,32,0.25000000,1391.62974684,0.00017965,0.13252401
d1,oos,50,100,trend_bull+strong_close_bull+cross_target_relative_up,59,0.30508475,1694.40840336,0.00018005,0.20253632
d1,oos,100,150,trend_bull+strong_close_bull+cross_target_relative_up,29,0.31034483,1686.77329624,0.00018399,0.17275617
d1,oos,150,200,trend_bull+strong_close_bull+cross_target_relative_up,16,0.43750000,1672.88275862,0.00026152,0.23098652
d1,oos,200,300,trend_bull+strong_close_bull+cross_target_relative_up,10,0.30000000,1655.18243243,0.00018125,0.10779127
d1,discovery,50,100,price200_bull+volatility+cross_group_return_up,811,0.45252774,649.04815475,0.00069722,0.41857529
d1,discovery,100,150,price200_bull+volatility+cross_group_return_up,574,0.40940767,652.65869018,0.00062729,0.36991267
d1,discovery,150,200,price200_bull+volatility+cross_group_return_up,413,0.38256659,664.97096668,0.00057531,0.33697986
d1,discovery,200,300,price200_bull+volatility+cross_group_return_up,295,0.40338983,698.42172285,0.00057757,0.34899727
d1,validation,50,100,price200_bull+volatility+cross_group_return_up,206,0.50000000,1423.81619256,0.00035117,0.43234928
d1,validation,100,150,price200_bull+volatility+cross_group_return_up,138,0.51449275,1418.52348420,0.00036270,0.43184968
d1,validation,150,200,price200_bull+volatility+cross_group_return_up,98,0.29591837,1403.22922252,0.00021088,0.21463181
d1,validation,200,300,price200_bull+volatility+cross_group_return_up,53,0.33962264,1391.62974684,0.00024405,0.22687039
d1,oos,50,100,price200_bull+volatility+cross_group_return_up,168,0.44642857,1694.40840336,0.00026347,0.37328944
d1,oos,100,150,price200_bull+volatility+cross_group_return_up,116,0.49137931,1686.77329624,0.00029131,0.40214966
d1,oos,150,200,price200_bull+volatility+cross_group_return_up,88,0.46590909,1672.88275862,0.00027851,0.36530468
d1,oos,200,300,price200_bull+volatility+cross_group_return_up,54,0.12962963,1655.18243243,0.00007832,0.06423721
d1,discovery,50,100,trend_bull+volatility+mtf_di_strong_bull+cross_group_bull,203,0.42857143,649.04815475,0.00066031,0.36244428
d1,discovery,100,150,trend_bull+volatility+mtf_di_strong_bull+cross_group_bull,156,0.44871795,652.65869018,0.00068752,0.37283654
d1,discovery,150,200,trend_bull+volatility+mtf_di_strong_bull+cross_group_bull,130,0.39230769,664.97096668,0.00058996,0.31262137
d1,discovery,200,300,trend_bull+volatility+mtf_di_strong_bull+cross_group_bull,106,0.37735849,698.42172285,0.00054030,0.29089760
d1,validation,50,100,trend_bull+volatility+mtf_di_strong_bull+cross_group_bull,39,0.64102564,1423.81619256,0.00045022,0.48418149
d1,validation,100,150,trend_bull+volatility+mtf_di_strong_bull+cross_group_bull,32,0.40625000,1418.52348420,0.00028639,0.25519635
d1,validation,150,200,trend_bull+volatility+mtf_di_strong_bull+cross_group_bull,21,0.28571429,1403.22922252,0.00020361,0.13813863
d1,validation,200,300,trend_bull+volatility+mtf_di_strong_bull+cross_group_bull,14,0.35714286,1391.62974684,0.00025664,0.16344732
d1,oos,50,100,trend_bull+volatility+mtf_di_strong_bull+cross_group_bull,27,0.44444444,1694.40840336,0.00026230,0.27585858
d1,oos,100,150,trend_bull+volatility+mtf_di_strong_bull+cross_group_bull,18,0.50000000,1686.77329624,0.00029642,0.29031022
d1,oos,150,200,trend_bull+volatility+mtf_di_strong_bull+cross_group_bull,14,0.35714286,1672.88275862,0.00021349,0.16344732
d1,oos,200,300,trend_bull+volatility+mtf_di_strong_bull+cross_group_bull,7,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,trend_bull+strong_close_bull+mtf_volatility+cross_target_relative_up,100,0.51000000,649.04815475,0.00078577,0.41348012
d1,discovery,100,150,trend_bull+strong_close_bull+mtf_volatility+cross_target_relative_up,78,0.41025641,652.65869018,0.00062859,0.30781905
d1,discovery,150,200,trend_bull+strong_close_bull+mtf_volatility+cross_target_relative_up,51,0.31372549,664.97096668,0.00047179,0.20327678
d1,discovery,200,300,trend_bull+strong_close_bull+mtf_volatility+cross_target_relative_up,36,0.22222222,698.42172285,0.00031818,0.11716332
d1,validation,50,100,trend_bull+strong_close_bull+mtf_volatility+cross_target_relative_up,34,0.41176471,1423.81619256,0.00028920,0.26365968
d1,validation,100,150,trend_bull+strong_close_bull+mtf_volatility+cross_target_relative_up,23,0.56521739,1418.52348420,0.00039845,0.36811375
d1,validation,150,200,trend_bull+strong_close_bull+mtf_volatility+cross_target_relative_up,17,0.47058824,1403.22922252,0.00033536,0.26165106
d1,validation,200,300,trend_bull+strong_close_bull+mtf_volatility+cross_target_relative_up,13,0.23076923,1391.62974684,0.00016583,0.08179529
d1,oos,50,100,trend_bull+strong_close_bull+mtf_volatility+cross_target_relative_up,19,0.36842105,1694.40840336,0.00021743,0.19149513
d1,oos,100,150,trend_bull+strong_close_bull+mtf_volatility+cross_target_relative_up,9,0.33333333,1686.77329624,0.00019762,0.12058382
d1,oos,150,200,trend_bull+strong_close_bull+mtf_volatility+cross_target_relative_up,4,0.75000000,1672.88275862,0.00044833,0.30064184
d1,oos,200,300,trend_bull+strong_close_bull+mtf_volatility+cross_target_relative_up,3,0.00000000,1655.18243243,0.00000000,0.00000000
d1,discovery,50,100,sma_stack_bull+nr4+strong_close_bull,190,0.46842105,649.04815475,0.00072170,0.39879723
d1,discovery,100,150,sma_stack_bull+nr4+strong_close_bull,137,0.40145985,652.65869018,0.00061511,0.32314666
d1,discovery,150,200,sma_stack_bull+nr4+strong_close_bull,101,0.38613861,664.97096668,0.00058068,0.29702315
d1,discovery,200,300,sma_stack_bull+nr4+strong_close_bull,62,0.38709677,698.42172285,0.00055425,0.27584645
d1,validation,50,100,sma_stack_bull+nr4+strong_close_bull,62,0.56451613,1423.81619256,0.00039648,0.44092988
d1,validation,100,150,sma_stack_bull+nr4+strong_close_bull,44,0.43181818,1418.52348420,0.00030441,0.29682723
d1,validation,150,200,sma_stack_bull+nr4+strong_close_bull,29,0.41379310,1403.22922252,0.00029489,0.25513177
d1,validation,200,300,sma_stack_bull+nr4+strong_close_bull,21,0.38095238,1391.62974684,0.00027375,0.20751011
d1,oos,50,100,sma_stack_bull+nr4+strong_close_bull,35,0.42857143,1694.40840336,0.00025293,0.27984568
d1,oos,100,150,sma_stack_bull+nr4+strong_close_bull,26,0.46153846,1686.77329624,0.00027362,0.28755854
d1,oos,150,200,sma_stack_bull+nr4+strong_close_bull,18,0.33333333,1672.88275862,0.00019926,0.16278775
d1,oos,200,300,sma_stack_bull+nr4+strong_close_bull,14,0.57142857,1655.18243243,0.00034524,0.32590645
d1,discovery,50,100,nr4+close_near_high,741,0.47773279,649.04815475,0.00073605,0.44197549
d1,discovery,100,150,nr4+close_near_high,531,0.43126177,652.65869018,0.00066078,0.38978032
d1,discovery,150,200,nr4+close_near_high,366,0.34699454,664.97096668,0.00052182,0.30004453
d1,discovery,200,300,nr4+close_near_high,230,0.38695652,698.42172285,0.00055404,0.32636015
d1,validation,50,100,nr4+close_near_high,175,0.50857143,1423.81619256,0.00035719,0.43511810
d1,validation,100,150,nr4+close_near_high,118,0.38135593,1418.52348420,0.00026884,0.29877004
d1,validation,150,200,nr4+close_near_high,79,0.36708861,1403.22922252,0.00026160,0.26927293
d1,validation,200,300,nr4+close_near_high,51,0.29411765,1391.62974684,0.00021135,0.18708726
d1,oos,50,100,nr4+close_near_high,128,0.49218750,1694.40840336,0.00029048,0.40707749
d1,oos,100,150,nr4+close_near_high,91,0.54945055,1686.77329624,0.00032574,0.44729289
d1,oos,150,200,nr4+close_near_high,64,0.31250000,1672.88275862,0.00018680,0.21231067
d1,oos,200,300,nr4+close_near_high,35,0.45714286,1655.18243243,0.00027619,0.30466019
d1,discovery,50,100,price200_bull+nr4+strong_close_bull+mtf_volatility,98,0.51020408,649.04815475,0.00078608,0.41273047
d1,discovery,100,150,price200_bull+nr4+strong_close_bull+mtf_volatility,74,0.41891892,652.65869018,0.00064187,0.31324335
d1,discovery,150,200,price200_bull+nr4+strong_close_bull+mtf_volatility,43,0.30232558,664.97096668,0.00045464,0.18602000
d1,discovery,200,300,price200_bull+nr4+strong_close_bull+mtf_volatility,27,0.37037037,698.42172285,0.00053030,0.21532513
d1,validation,50,100,price200_bull+nr4+strong_close_bull+mtf_volatility,29,0.55172414,1423.81619256,0.00038750,0.37547963
d1,validation,100,150,price200_bull+nr4+strong_close_bull+mtf_volatility,21,0.47619048,1418.52348420,0.00033569,0.28344006
d1,validation,150,200,price200_bull+nr4+strong_close_bull+mtf_volatility,17,0.35294118,1403.22922252,0.00025152,0.17309720
d1,validation,200,300,price200_bull+nr4+strong_close_bull+mtf_volatility,14,0.57142857,1391.62974684,0.00041062,0.32590645
d1,oos,50,100,price200_bull+nr4+strong_close_bull+mtf_volatility,13,0.30769231,1694.40840336,0.00018159,0.12680704
d1,oos,100,150,price200_bull+nr4+strong_close_bull+mtf_volatility,9,0.77777778,1686.77329624,0.00046110,0.45258897
d1,oos,150,200,price200_bull+nr4+strong_close_bull+mtf_volatility,8,0.12500000,1672.88275862,0.00007472,0.02241749
d1,oos,200,300,price200_bull+nr4+strong_close_bull+mtf_volatility,3,0.33333333,1655.18243243,0.00020139,0.06149194
d1,discovery,50,100,volatility+close_near_high+mtf_di_strong_bull,485,0.50927835,649.04815475,0.00078465,0.46488951
d1,discovery,100,150,volatility+close_near_high+mtf_di_strong_bull,374,0.42513369,652.65869018,0.00065139,0.37604198
d1,discovery,150,200,volatility+close_near_high+mtf_di_strong_bull,282,0.35106383,664.97096668,0.00052794,0.29769681
d1,discovery,200,300,volatility+close_near_high+mtf_di_strong_bull,188,0.35638298,698.42172285,0.00051027,0.29142599
d1,validation,50,100,volatility+close_near_high+mtf_di_strong_bull,81,0.46913580,1423.81619256,0.00032949,0.36433373
d1,validation,100,150,volatility+close_near_high+mtf_di_strong_bull,58,0.37931034,1418.52348420,0.00026740,0.26564273
d1,validation,150,200,volatility+close_near_high+mtf_di_strong_bull,45,0.37777778,1403.22922252,0.00026922,0.25108085
d1,validation,200,300,volatility+close_near_high+mtf_di_strong_bull,31,0.32258065,1391.62974684,0.00023180,0.18569427
d1,oos,50,100,volatility+close_near_high+mtf_di_strong_bull,65,0.47692308,1694.40840336,0.00028147,0.36021791
d1,oos,100,150,volatility+close_near_high+mtf_di_strong_bull,44,0.31818182,1686.77329624,0.00018863,0.19999308
d1,oos,150,200,volatility+close_near_high+mtf_di_strong_bull,23,0.43478261,1672.88275862,0.00025990,0.25634635
d1,oos,200,300,volatility+close_near_high+mtf_di_strong_bull,13,0.07692308,1655.18243243,0.00004647,0.01371042
d1,discovery,50,100,nr4+strong_close_bull+mtf_volatility,149,0.51006711,649.04815475,0.00078587,0.43056183
d1,discovery,100,150,nr4+strong_close_bull+mtf_volatility,108,0.44444444,652.65869018,0.00068098,0.35424144
d1,discovery,150,200,nr4+strong_close_bull+mtf_volatility,64,0.34375000,664.97096668,0.00051694,0.23923142
d1,discovery,200,300,nr4+strong_close_bull+mtf_volatility,44,0.34090909,698.42172285,0.00048811,0.21875820
d1,validation,50,100,nr4+strong_close_bull+mtf_volatility,41,0.53658537,1423.81619256,0.00037686,0.38746471
d1,validation,100,150,nr4+strong_close_bull+mtf_volatility,30,0.43333333,1418.52348420,0.00030548,0.27377486
d1,validation,150,200,nr4+strong_close_bull+mtf_volatility,25,0.32000000,1403.22922252,0.00022805,0.17205190
d1,validation,200,300,nr4+strong_close_bull+mtf_volatility,20,0.50000000,1391.62974684,0.00035929,0.29929801
d1,oos,50,100,nr4+strong_close_bull+mtf_volatility,24,0.37500000,1694.40840336,0.00022132,0.21159368
d1,oos,100,150,nr4+strong_close_bull+mtf_volatility,15,0.53333333,1686.77329624,0.00031619,0.30116980
d1,oos,150,200,nr4+strong_close_bull+mtf_volatility,10,0.10000000,1672.88275862,0.00005978,0.01787621
d1,oos,200,300,nr4+strong_close_bull+mtf_volatility,3,0.33333333,1655.18243243,0.00020139,0.06149194
d1,discovery,50,100,sma_stack_bull+nr4+cross_group_bull,155,0.53548387,649.04815475,0.00082503,0.45706062
d1,discovery,100,150,sma_stack_bull+nr4+cross_group_bull,117,0.35042735,652.65869018,0.00053692,0.26998396
d1,discovery,150,200,sma_stack_bull+nr4+cross_group_bull,81,0.34567901,664.97096668,0.00051984,0.25122650
d1,discovery,200,300,sma_stack_bull+nr4+cross_group_bull,54,0.40740741,698.42172285,0.00058333,0.28678212
d1,validation,50,100,sma_stack_bull+nr4+cross_group_bull,154,0.36363636,1423.81619256,0.00025540,0.29183639
d1,validation,100,150,sma_stack_bull+nr4+cross_group_bull,90,0.45555556,1418.52348420,0.00032115,0.35659617
d1,validation,150,200,sma_stack_bull+nr4+cross_group_bull,66,0.39393939,1403.22922252,0.00028074,0.28503000
d1,validation,200,300,sma_stack_bull+nr4+cross_group_bull,44,0.31818182,1391.62974684,0.00022864,0.19999308
d1,oos,50,100,sma_stack_bull+nr4+cross_group_bull,44,0.38636364,1694.40840336,0.00022802,0.25721203
d1,oos,100,150,sma_stack_bull+nr4+cross_group_bull,22,0.31818182,1686.77329624,0.00018863,0.16360593
d1,oos,150,200,sma_stack_bull+nr4+cross_group_bull,14,0.35714286,1672.88275862,0.00021349,0.16344732
d1,oos,200,300,sma_stack_bull+nr4+cross_group_bull,9,0.22222222,1655.18243243,0.00013426,0.06322511
d1,discovery,50,100,price200_bull+volatility,1968,0.46544715,649.04815475,0.00071712,0.44349815
d1,discovery,100,150,price200_bull+volatility,1451,0.40592695,652.65869018,0.00062196,0.38094024
