timeframe,direction,target_pips,conditions,discovery_samples,validation_samples,oos_samples,discovery_lift,validation_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_positive_lift,oos_pair_positive_share,oos_min_pair_lift,oos_median_pair_lift,oos_recomputed_samples,oos_recomputed_hit_rate,oos_wilson95_lower
d1,bear,200,momentum+di+volatility+bb,351,73,62,1.82649573,1.54033486,0.85104364,7,2,0.28571429,0.00000000,0.88888889,62,0.04838710,0.01659169
d1,bear,200,di+volatility,510,103,73,1.82572829,1.63754045,1.44560838,8,3,0.37500000,0.00000000,1.28571429,73,0.08219178,0.03821375
d1,bear,200,price20+di+volatility+bb,428,83,63,1.81887517,1.80633646,1.67507003,7,4,0.57142857,0.00000000,1.28571429,63,0.09523810,0.04438348
d1,bear,200,macd+adx+volatility,252,0,0,1.81717687,,,3,3,1.00000000,1.80000000,2.17142857,42,0.09523810,0.03766225
d1,bear,200,volatility+bb,478,100,73,1.78828452,1.49925926,1.68654311,7,4,0.57142857,0.00000000,1.38181818,73,0.09589041,0.04722895
d1,bear,200,macd+volatility+body,180,0,0,1.78083333,,,3,3,1.00000000,1.52000000,2.90000000,38,0.15789474,0.07443863
d1,bear,200,price20+di+volatility,446,86,66,1.77969250,1.74332472,1.59893048,8,4,0.50000000,0.00000000,1.28571429,66,0.09090909,0.04233298
d1,bear,200,price20+momentum+di+volatility,352,74,60,1.77794237,1.51951952,0.87941176,8,3,0.37500000,0.00000000,1.00000000,60,0.05000000,0.01714950
d1,bear,200,price20+volatility+bb,447,93,68,1.77571109,1.61210673,1.81055363,7,4,0.57142857,0.00000000,1.68888889,68,0.10294118,0.05076577
d1,bear,200,price20+momentum+volatility+bb,353,81,62,1.77290571,1.38820302,1.13472486,7,3,0.42857143,0.00000000,1.12500000,62,0.06451613,0.02537291
d1,bear,200,momentum+volatility+bb,379,88,67,1.77210705,1.27777778,1.05004390,7,2,0.28571429,0.00000000,0.88888889,67,0.05970149,0.02345935
d1,bear,200,adx+volatility+bb+body,87,0,0,1.75451560,,,0,0,,,,15,0.13333333,0.03736126
d1,bear,200,adx+di+volatility+bb,244,0,0,1.75163934,,,2,1,0.50000000,0.00000000,0.76000000,35,0.05714286,0.01581316
d1,bear,200,price20+volatility,468,97,71,1.72864774,1.54562810,1.73405137,8,4,0.50000000,0.00000000,1.68888889,71,0.09859155,0.04858282
d1,bear,200,price20+adx+di+volatility,248,0,0,1.72338710,,,3,0,0.00000000,0.00000000,0.00000000,33,0.06060606,0.01678088
d1,bear,200,price20+momentum+volatility,374,85,65,1.71417112,1.32287582,1.08235294,8,3,0.37500000,0.00000000,1.00000000,65,0.06153846,0.02418905
d1,bear,200,momentum+adx+volatility,223,0,0,1.71124279,,,4,3,0.75000000,1.26666667,1.80000000,42,0.07142857,0.02459041
d1,bear,200,macd+adx+volatility+bb,225,0,0,1.69603175,,,2,2,1.00000000,1.80000000,1.98571429,36,0.08333333,0.02874861
d1,bear,200,price20+macd+adx+volatility,216,0,0,1.69603175,,,2,2,1.00000000,1.80000000,2.16666667,33,0.09090909,0.03140394
d1,bear,200,price20+adx+volatility+bb,244,0,0,1.68908080,,,3,2,0.66666667,0.00000000,1.80000000,36,0.08333333,0.02874861
d1,bear,200,price20+di+volatility+body,154,0,0,1.68501855,,,0,0,,,,27,0.14814815,0.05915928
d1,bear,200,price20+adx+volatility,256,0,0,1.66953125,,,5,2,0.40000000,0.00000000,0.90000000,38,0.07894737,0.02721460
d1,bear,200,di+volatility+bb+body,156,0,0,1.66341575,,,1,1,1.00000000,1.26666667,1.26666667,28,0.14285714,0.05699005
d1,bear,200,adx+volatility+bb,257,0,0,1.66303502,,,3,2,0.66666667,0.00000000,1.80000000,40,0.07500000,0.02583603
d1,bear,200,price20+momentum+adx+volatility,184,0,0,1.65916149,,,4,2,0.50000000,0.00000000,1.52000000,34,0.05882353,0.01628266
d1,bear,300,macd+adx+volatility+body,92,0,0,4.18870278,,,0,0,,,,20,0.00000000,0.00000000
d1,bear,300,adx+di+volatility+body,105,0,0,3.33645589,,,0,0,,,,16,0.00000000,0.00000000
d1,bear,300,price20+adx+volatility+body,87,0,0,2.81872998,,,0,0,,,,15,0.00000000,0.00000000
d1,bear,300,adx+volatility+bb+body,87,0,0,2.81872998,,,0,0,,,,15,0.00000000,0.00000000
d1,bear,300,macd+di+volatility+body,152,0,0,2.76574633,,,1,0,0.00000000,0.00000000,0.00000000,27,0.00000000,0.00000000
d1,bear,300,macd+volatility+body,180,0,0,2.72477231,,,3,0,0.00000000,0.00000000,0.00000000,38,0.00000000,0.00000000
d1,bear,300,momentum+adx+volatility+body,91,0,0,2.69482976,,,0,0,,,,17,0.00000000,0.00000000
d1,bear,300,macd+adx+di+volatility,217,0,0,2.58306263,,,1,0,0.00000000,0.00000000,0.00000000,31,0.00000000,0.00000000
d1,bear,300,macd+adx+volatility,252,0,0,2.50234192,,,3,1,0.33333333,1.80952381,1.80952381,42,0.02380952,0.00421540
d1,bear,300,price20+macd+volatility+body,140,0,0,2.50234192,,,0,0,,,,24,0.00000000,0.00000000
d1,bear,300,macd+adx+di+body,142,0,0,2.46709767,,,1,1,1.00000000,2.53333333,2.53333333,23,0.04347826,0.00771667
d1,bear,300,macd+di+volatility,415,76,62,2.44807426,0.00000000,0.00000000,7,0,0.00000000,0.00000000,0.00000000,62,0.00000000,0.00000000
d1,bear,300,price20+macd+di+volatility,388,72,57,2.43784857,0.00000000,0.00000000,7,0,0.00000000,0.00000000,0.00000000,57,0.00000000,0.00000000
d1,bear,300,adx+di+volatility,278,0,0,2.39432716,,,4,0,0.00000000,0.00000000,0.00000000,37,0.00000000,-0.00000000
d1,bear,300,momentum+macd+volatility+body,132,0,0,2.38859911,,,0,0,,,,26,0.00000000,0.00000000
d1,bear,300,price20+di+volatility+bb,428,83,63,2.37371687,1.01606426,0.00000000,7,0,0.00000000,0.00000000,0.00000000,63,0.00000000,0.00000000
d1,bear,300,di+volatility+body,192,0,0,2.37201161,,,2,0,0.00000000,0.00000000,0.00000000,32,0.00000000,0.00000000
d1,bear,300,adx+volatility+body,178,0,0,2.36176091,,,1,0,0.00000000,,,33,0.00000000,0.00000000
d1,bear,300,price20+macd+volatility+bb,401,80,62,2.35881607,0.00000000,1.20564516,7,1,0.14285714,0.00000000,0.79166667,62,0.01612903,0.00285287
d1,bear,300,macd+di+volatility+bb,401,74,61,2.35881607,0.00000000,0.00000000,7,0,0.00000000,0.00000000,0.00000000,61,0.00000000,-0.00000000
d1,bear,300,price20+macd+volatility,403,80,62,2.34710979,0.00000000,1.20564516,7,1,0.14285714,0.00000000,0.79166667,62,0.01612903,0.00285287
d1,bear,300,macd+volatility,481,100,79,2.33066358,0.00000000,0.94620253,10,1,0.10000000,0.00000000,0.63333333,79,0.01265823,0.00223799
d1,bear,300,macd+volatility+bb+body,151,0,0,2.32005211,,,1,0,0.00000000,0.00000000,0.00000000,27,0.00000000,0.00000000
d1,bear,300,price20+adx+volatility+bb,244,0,0,2.29723193,,,3,1,0.33333333,2.11111111,2.11111111,36,0.02777778,0.00492041
d1,bear,300,adx+di+volatility+bb,244,0,0,2.29723193,,,2,0,0.00000000,0.00000000,0.00000000,35,0.00000000,0.00000000
d1,bear,300,price20+volatility+bb+body,153,0,0,2.28972463,,,0,0,,,,26,0.00000000,0.00000000
d1,bear,300,price20+di+volatility,446,86,66,2.27791664,0.98062016,0.00000000,8,0,0.00000000,0.00000000,0.00000000,66,0.00000000,0.00000000
d1,bear,300,di+volatility+bb,446,85,68,2.27791664,0.99215686,0.00000000,7,0,0.00000000,0.00000000,0.00000000,68,0.00000000,0.00000000
d1,bear,300,price20+di+volatility+body,154,0,0,2.27485629,,,0,0,,,,27,0.00000000,0.00000000
d1,bear,300,price20+volatility+bb,447,93,68,2.27282063,0.90681004,1.09926471,7,1,0.14285714,0.00000000,0.70370370,68,0.01470588,0.00260068
d1,bear,300,price20+macd+adx+volatility,216,0,0,2.27064359,,,2,1,0.50000000,2.11111111,2.11111111,33,0.03030303,0.00536941
d1,bear,300,price20+adx+di+volatility,248,0,0,2.26017980,,,3,0,0.00000000,,,33,0.00000000,0.00000000
d1,bear,300,di+volatility+bb+body,156,0,0,2.24569147,,,1,0,0.00000000,0.00000000,0.00000000,28,0.00000000,0.00000000
d1,bear,300,macd+volatility+bb,428,87,66,2.21001226,0.00000000,1.13257576,7,1,0.14285714,0.00000000,0.63333333,66,0.01515152,0.00267964
d1,bear,300,momentum+di+volatility+body,159,0,0,2.20331993,,,1,0,0.00000000,0.00000000,0.00000000,27,0.00000000,0.00000000
d1,bear,300,macd+adx+body,191,0,0,2.20101279,,,2,1,0.50000000,2.53333333,2.53333333,34,0.02941176,0.00521091
d1,bear,300,di+volatility,510,103,73,2.19813565,0.81877023,0.00000000,8,0,0.00000000,0.00000000,0.00000000,73,0.00000000,0.00000000
d1,bear,300,price20+adx+volatility,256,0,0,2.18954918,,,5,1,0.20000000,2.11111111,2.11111111,38,0.02631579,0.00466059
d1,bear,300,adx+volatility+bb,257,0,0,2.18102953,,,3,1,0.33333333,1.80952381,1.80952381,40,0.02500000,0.00442683
d1,bear,300,macd+adx+volatility+bb,225,0,0,2.17981785,,,2,1,0.50000000,1.80952381,1.80952381,36,0.02777778,0.00492041
d1,bear,300,price20+volatility,468,97,71,2.17083508,0.86941581,1.05281690,8,1,0.12500000,0.00000000,0.70370370,71,0.01408451,0.00249060
d1,bear,300,price20+volatility+body,162,0,0,2.16251771,,,0,0,,,,28,0.00000000,0.00000000
d1,bear,300,volatility+bb,478,100,73,2.12542012,0.84333333,1.02397260,7,1,0.14285714,0.00000000,0.57575758,73,0.01369863,0.00242225
d1,bear,300,price20+price200+macd+volatility,231,64,0,2.12319921,0.00000000,,2,0,0.00000000,,,25,0.00000000,0.00000000
d1,bear,300,volatility+bb+body,166,0,0,2.11040885,,,1,0,0.00000000,0.00000000,0.00000000,29,0.00000000,0.00000000
d1,bear,300,momentum+macd+di+volatility,316,62,56,2.10640174,0.00000000,0.00000000,7,0,0.00000000,0.00000000,0.00000000,56,0.00000000,0.00000000
d1,bear,300,price200+macd+di+volatility,234,61,0,2.09597870,0.00000000,,2,0,0.00000000,,,25,0.00000000,0.00000000
d1,bear,300,price200+macd+volatility+bb,235,66,0,2.08705964,0.00000000,,2,0,0.00000000,,,25,0.00000000,0.00000000
d1,bear,300,price20+price200+volatility+bb,272,76,0,2.06075217,1.10964912,,2,0,0.00000000,,,27,0.00000000,0.00000000
d1,bear,300,price200+di+volatility+bb,272,72,0,2.06075217,1.17129630,,2,0,0.00000000,,,27,0.00000000,0.00000000
