timeframe,direction,feature,offset,event_n,event_presence,control_n,control_presence,prevalence_lift,presence_delta
d1,bear,rci_bear,-4,3157,0.40164713,281,0.71886121,0.55872695,-0.31721408
d1,bear,rci_bear,-5,3157,0.41400063,281,0.71886121,0.57591177,-0.30486058
d1,bear,rci_bear,-6,3155,0.43106181,281,0.71886121,0.59964538,-0.28779940
d1,bear,rci_strong_bear,0,3172,0.07944515,281,0.21708185,0.36596862,-0.13763671
d1,bear,rci_strong_bear,-1,3160,0.06898734,281,0.21708185,0.31779415,-0.14809451
d1,bear,rci_strong_bear,-2,3160,0.07056962,281,0.21708185,0.32508300,-0.14651223
d1,bear,rci_strong_bear,-3,3157,0.07633830,281,0.21708185,0.35165674,-0.14074355
d1,bear,rci_strong_bear,-4,3157,0.08489072,281,0.21708185,0.39105397,-0.13219113
d1,bear,rci_strong_bear,-5,3157,0.08805828,281,0.21708185,0.40564553,-0.12902357
d1,bear,rci_strong_bear,-6,3155,0.09033281,281,0.21708185,0.41612325,-0.12674905
d1,bear,rci_cross_down,0,3172,0.03404792,281,0.02491103,1.36678076,0.00913689
d1,bear,rci_cross_down,-1,3160,0.02151899,281,0.02491103,0.86383363,-0.00339204
d1,bear,rci_cross_down,-2,3160,0.02310127,281,0.02491103,0.92735081,-0.00180977
d1,bear,rci_cross_down,-3,3157,0.03104213,281,0.02491103,1.24611973,0.00613110
d1,bear,rci_cross_down,-4,3157,0.03009186,281,0.02491103,1.20797321,0.00518083
d1,bear,rci_cross_down,-5,3157,0.03167564,281,0.02491103,1.27155075,0.00676461
d1,bear,rci_cross_down,-6,3155,0.03074485,281,0.02491103,1.23418610,0.00583382
d1,bear,dmi_adx_bear,0,3172,0.13146280,281,0.22064057,0.59582333,-0.08917777
d1,bear,dmi_adx_bear,-1,3160,0.12278481,281,0.22064057,0.55649245,-0.09785576
d1,bear,dmi_adx_bear,-2,3160,0.13829114,281,0.22064057,0.62677113,-0.08234943
d1,bear,dmi_adx_bear,-3,3157,0.14095660,281,0.22064057,0.63885171,-0.07968397
d1,bear,dmi_adx_bear,-4,3157,0.14697498,281,0.22064057,0.66612852,-0.07366559
d1,bear,dmi_adx_bear,-5,3157,0.14792525,281,0.22064057,0.67043539,-0.07271532
d1,bear,dmi_adx_bear,-6,3155,0.15625990,281,0.22064057,0.70821021,-0.06438066
d1,bear,dmi_adx_strong_bear,0,3172,0.16456494,281,0.26690391,0.61656999,-0.10233897
d1,bear,dmi_adx_strong_bear,-1,3160,0.11487342,281,0.26690391,0.43039241,-0.15203050
d1,bear,dmi_adx_strong_bear,-2,3160,0.14208861,281,0.26690391,0.53235865,-0.12481531
d1,bear,dmi_adx_strong_bear,-3,3157,0.14349066,281,0.26690391,0.53761166,-0.12341326
d1,bear,dmi_adx_strong_bear,-4,3157,0.15426037,281,0.26690391,0.57796220,-0.11264354
d1,bear,dmi_adx_strong_bear,-5,3157,0.15964523,281,0.26690391,0.59813747,-0.10725868
d1,bear,dmi_adx_strong_bear,-6,3155,0.17179081,281,0.26690391,0.64364289,-0.09511311
d1,bear,fib_below382,0,3172,0.47131148,281,0.69395018,0.67917192,-0.22263870
d1,bear,fib_below382,-1,3160,0.42056962,281,0.69395018,0.60605161,-0.27338056
d1,bear,fib_below382,-2,3160,0.46455696,281,0.69395018,0.66943849,-0.22939322
d1,bear,fib_below382,-3,3157,0.46974976,281,0.69395018,0.67692145,-0.22420042
d1,bear,fib_below382,-4,3157,0.48432056,281,0.69395018,0.69791834,-0.20962962
d1,bear,fib_below382,-5,3157,0.49255622,281,0.69395018,0.70978615,-0.20139395
d1,bear,fib_below382,-6,3155,0.49730586,281,0.69395018,0.71663050,-0.19664431
d1,bear,fib_below500,0,3172,0.37358134,281,0.57651246,0.64800220,-0.20293112
d1,bear,fib_below500,-1,3160,0.32753165,281,0.57651246,0.56812588,-0.24898081
d1,bear,fib_below500,-2,3160,0.35981013,281,0.57651246,0.62411510,-0.21670233
d1,bear,fib_below500,-3,3157,0.36965474,281,0.57651246,0.64119124,-0.20685772
d1,bear,fib_below500,-4,3157,0.38422553,281,0.57651246,0.66646527,-0.19228692
d1,bear,fib_below500,-5,3157,0.38802661,281,0.57651246,0.67305850,-0.18848585
d1,bear,fib_below500,-6,3155,0.39492868,281,0.57651246,0.68503062,-0.18158377
d1,bear,fib_below618,0,3172,0.27364439,281,0.43416370,0.63027929,-0.16051931
d1,bear,fib_below618,-1,3160,0.23101266,281,0.43416370,0.53208653,-0.20315104
d1,bear,fib_below618,-2,3160,0.26329114,281,0.43416370,0.60643287,-0.17087256
d1,bear,fib_below618,-3,3157,0.27209376,281,0.43416370,0.62670776,-0.16206994
d1,bear,fib_below618,-4,3157,0.27652835,281,0.43416370,0.63692185,-0.15763535
d1,bear,fib_below618,-5,3157,0.28096294,281,0.43416370,0.64713595,-0.15320076
d1,bear,fib_below618,-6,3155,0.28969889,281,0.43416370,0.66725728,-0.14446481
d1,bear,fib_retrace38_bear,0,3172,0.00000000,281,0.00000000,,0.00000000
d1,bear,fib_retrace38_bear,-1,3160,0.00000000,281,0.00000000,,0.00000000
d1,bear,fib_retrace38_bear,-2,3160,0.00000000,281,0.00000000,,0.00000000
d1,bear,fib_retrace38_bear,-3,3157,0.00000000,281,0.00000000,,0.00000000
d1,bear,fib_retrace38_bear,-4,3157,0.00000000,281,0.00000000,,0.00000000
d1,bear,fib_retrace38_bear,-5,3157,0.00000000,281,0.00000000,,0.00000000
d1,bear,fib_retrace38_bear,-6,3155,0.00000000,281,0.00000000,,0.00000000
d1,bear,fib_retrace62_bear,0,3172,0.00000000,281,0.00000000,,0.00000000
d1,bear,fib_retrace62_bear,-1,3160,0.00000000,281,0.00000000,,0.00000000
d1,bear,fib_retrace62_bear,-2,3160,0.00000000,281,0.00000000,,0.00000000
d1,bear,fib_retrace62_bear,-3,3157,0.00000000,281,0.00000000,,0.00000000
d1,bear,fib_retrace62_bear,-4,3157,0.00000000,281,0.00000000,,0.00000000
d1,bear,fib_retrace62_bear,-5,3157,0.00000000,281,0.00000000,,0.00000000
d1,bear,fib_retrace62_bear,-6,3155,0.00000000,281,0.00000000,,0.00000000
d1,bear,fib_time_zone,0,3172,0.36349306,281,1.00000000,0.36349306,-0.63650694
d1,bear,fib_time_zone,-1,3160,0.34018987,281,1.00000000,0.34018987,-0.65981013
d1,bear,fib_time_zone,-2,3160,0.35664557,281,1.00000000,0.35664557,-0.64335443
d1,bear,fib_time_zone,-3,3157,0.36078556,281,1.00000000,0.36078556,-0.63921444
d1,bear,fib_time_zone,-4,3157,0.35856826,281,1.00000000,0.35856826,-0.64143174
d1,bear,fib_time_zone,-5,3157,0.35476718,281,1.00000000,0.35476718,-0.64523282
d1,bear,fib_time_zone,-6,3155,0.36133122,281,1.00000000,0.36133122,-0.63866878
d1,bear,fib_time_5,0,3172,0.20397226,281,1.00000000,0.20397226,-0.79602774
d1,bear,fib_time_5,-1,3160,0.19778481,281,1.00000000,0.19778481,-0.80221519
d1,bear,fib_time_5,-2,3160,0.19398734,281,1.00000000,0.19398734,-0.80601266
d1,bear,fib_time_5,-3,3157,0.21095977,281,1.00000000,0.21095977,-0.78904023
d1,bear,fib_time_5,-4,3157,0.19670573,281,1.00000000,0.19670573,-0.80329427
d1,bear,fib_time_5,-5,3157,0.20114032,281,1.00000000,0.20114032,-0.79885968
d1,bear,fib_time_5,-6,3155,0.19809826,281,1.00000000,0.19809826,-0.80190174
d1,bear,fib_time_8,0,3172,0.13556116,281,0.30249110,0.44814925,-0.16692994
d1,bear,fib_time_8,-1,3160,0.11392405,281,0.30249110,0.37661951,-0.18856705
d1,bear,fib_time_8,-2,3160,0.13101266,281,0.30249110,0.43311243,-0.17147844
d1,bear,fib_time_8,-3,3157,0.11529933,281,0.30249110,0.38116604,-0.18719177
d1,bear,fib_time_8,-4,3157,0.13462148,281,0.30249110,0.44504276,-0.16786963
d1,bear,fib_time_8,-5,3157,0.12321825,281,0.30249110,0.40734502,-0.17927286
d1,bear,fib_time_8,-6,3155,0.13692552,281,0.30249110,0.45265964,-0.16556559
d1,bear,fib_time_13,0,3172,0.08259773,281,0.09964413,0.82892722,-0.01704640
d1,bear,fib_time_13,-1,3160,0.07056962,281,0.09964413,0.70821655,-0.02907451
d1,bear,fib_time_13,-2,3160,0.08196203,281,0.09964413,0.82254747,-0.01768210
d1,bear,fib_time_13,-3,3157,0.07285398,281,0.09964413,0.73114168,-0.02679015
d1,bear,fib_time_13,-4,3157,0.07792208,281,0.09964413,0.78200371,-0.02172205
d1,bear,fib_time_13,-5,3157,0.07412100,281,0.09964413,0.74385719,-0.02552313
d1,bear,fib_time_13,-6,3155,0.07955626,281,0.09964413,0.79840389,-0.02008787
d1,bear,fib_fan_down,0,3172,0.27364439,281,0.43416370,0.63027929,-0.16051931
d1,bear,fib_fan_down,-1,3160,0.23101266,281,0.43416370,0.53208653,-0.20315104
d1,bear,fib_fan_down,-2,3160,0.26329114,281,0.43416370,0.60643287,-0.17087256
d1,bear,fib_fan_down,-3,3157,0.27209376,281,0.43416370,0.62670776,-0.16206994
d1,bear,fib_fan_down,-4,3157,0.27652835,281,0.43416370,0.63692185,-0.15763535
d1,bear,fib_fan_down,-5,3157,0.28096294,281,0.43416370,0.64713595,-0.15320076
d1,bear,fib_fan_down,-6,3155,0.28969889,281,0.43416370,0.66725728,-0.14446481
d1,bear,fib_arc_bear,0,3172,0.37358134,281,0.57651246,0.64800220,-0.20293112
d1,bear,fib_arc_bear,-1,3160,0.32753165,281,0.57651246,0.56812588,-0.24898081
d1,bear,fib_arc_bear,-2,3160,0.35981013,281,0.57651246,0.62411510,-0.21670233
d1,bear,fib_arc_bear,-3,3157,0.36965474,281,0.57651246,0.64119124,-0.20685772
d1,bear,fib_arc_bear,-4,3157,0.38422553,281,0.57651246,0.66646527,-0.19228692
d1,bear,fib_arc_bear,-5,3157,0.38802661,281,0.57651246,0.67305850,-0.18848585
d1,bear,fib_arc_bear,-6,3155,0.39492868,281,0.57651246,0.68503062,-0.18158377
d1,bear,trendline_down,0,3172,0.36065574,281,0.64412811,0.55991305,-0.28347238
d1,bear,trendline_down,-1,3160,0.37151899,281,0.64412811,0.57677810,-0.27260913
d1,bear,trendline_down,-2,3160,0.39873418,281,0.64412811,0.61902930,-0.24539394
d1,bear,trendline_down,-3,3157,0.41431739,281,0.64412811,0.64322203,-0.22981072
d1,bear,trendline_down,-4,3157,0.42762116,281,0.64412811,0.66387594,-0.21650695
d1,bear,trendline_down,-5,3157,0.43554007,281,0.64412811,0.67616994,-0.20858804
d1,bear,trendline_down,-6,3155,0.43961965,281,0.64412811,0.68250344,-0.20450846
d1,bear,channel_lower,0,3172,0.18915511,281,0.25266904,0.74862796,-0.06351393
d1,bear,channel_lower,-1,3160,0.10791139,281,0.25266904,0.42708593,-0.14475765
d1,bear,channel_lower,-2,3160,0.13101266,281,0.25266904,0.51851489,-0.12165638
d1,bear,channel_lower,-3,3157,0.12891986,281,0.25266904,0.51023212,-0.12374918
d1,bear,channel_lower,-4,3157,0.14760849,281,0.25266904,0.58419698,-0.10506055
d1,bear,channel_lower,-5,3157,0.15045930,281,0.25266904,0.59547975,-0.10220974
d1,bear,channel_lower,-6,3155,0.15784469,281,0.25266904,0.62470927,-0.09482435
d1,bear,channel_mid_bear,0,3172,0.37894073,281,0.64056940,0.59156859,-0.26162866
d1,bear,channel_mid_bear,-1,3160,0.30569620,281,0.64056940,0.47722574,-0.33487319
d1,bear,channel_mid_bear,-2,3160,0.34778481,281,0.64056940,0.54293073,-0.29278458
d1,bear,channel_mid_bear,-3,3157,0.36712068,281,0.64056940,0.57311618,-0.27344871
d1,bear,channel_mid_bear,-4,3157,0.39119417,281,0.64056940,0.61069757,-0.24937522
d1,bear,channel_mid_bear,-5,3157,0.39974659,281,0.64056940,0.62404885,-0.24082280
d1,bear,channel_mid_bear,-6,3155,0.40665610,281,0.64056940,0.63483536,-0.23391329
d1,bear,channel_breakout_down,0,3172,0.08291299,281,0.05338078,1.55323665,0.02953221
d1,bear,channel_breakout_down,-1,3160,0.03196203,281,0.05338078,0.59875527,-0.02141876
d1,bear,channel_breakout_down,-2,3160,0.02974684,281,0.05338078,0.55725738,-0.02363395
d1,bear,channel_breakout_down,-3,3157,0.03262591,281,0.05338078,0.61119206,-0.02075487
d1,bear,channel_breakout_down,-4,3157,0.03579347,281,0.05338078,0.67053109,-0.01758731
d1,bear,channel_breakout_down,-5,3157,0.03547672,281,0.05338078,0.66459719,-0.01790406
d1,bear,channel_breakout_down,-6,3155,0.03708399,281,0.05338078,0.69470681,-0.01629679
d1,bear,horizontal_resistance_near,0,3172,0.10624212,281,0.02491103,4.26486219,0.08133109
d1,bear,horizontal_resistance_near,-1,3160,0.18417722,281,0.02491103,7.39339964,0.15926618
d1,bear,horizontal_resistance_near,-2,3160,0.10221519,281,0.02491103,4.10320976,0.07730416
d1,bear,horizontal_resistance_near,-3,3157,0.09439341,281,0.02491103,3.78922123,0.06948238
d1,bear,horizontal_resistance_near,-4,3157,0.08679126,281,0.02491103,3.48404905,0.06188023
d1,bear,horizontal_resistance_near,-5,3157,0.08362369,281,0.02491103,3.35689398,0.05871266
d1,bear,horizontal_resistance_near,-6,3155,0.08145800,281,0.02491103,3.26995698,0.05654697
d1,bear,horizontal_support_near,0,3172,0.05895334,281,0.05338078,1.10439260,0.00557256
d1,bear,horizontal_support_near,-1,3160,0.02436709,281,0.05338078,0.45647679,-0.02901369
d1,bear,horizontal_support_near,-2,3160,0.02626582,281,0.05338078,0.49204641,-0.02711496
d1,bear,horizontal_support_near,-3,3157,0.02565727,281,0.05338078,0.48064618,-0.02772351
d1,bear,horizontal_support_near,-4,3157,0.02850808,281,0.05338078,0.53405131,-0.02487271
d1,bear,horizontal_support_near,-5,3157,0.02819132,281,0.05338078,0.52811741,-0.02518946
d1,bear,horizontal_support_near,-6,3155,0.03232964,281,0.05338078,0.60564184,-0.02105115
d1,bear,horizontal_break_down,0,3172,0.04161412,281,0.03914591,1.06305170,0.00246822
d1,bear,horizontal_break_down,-1,3160,0.01677215,281,0.03914591,0.42845224,-0.02237376
d1,bear,horizontal_break_down,-2,3160,0.01424051,281,0.03914591,0.36378021,-0.02490540
d1,bear,horizontal_break_down,-3,3157,0.01583782,281,0.03914591,0.40458433,-0.02330809
d1,bear,horizontal_break_down,-4,3157,0.01742160,281,0.03914591,0.44504276,-0.02172430
d1,bear,horizontal_break_down,-5,3157,0.01773836,281,0.03914591,0.45313445,-0.02140755
d1,bear,horizontal_break_down,-6,3155,0.02250396,281,0.03914591,0.57487394,-0.01664195
d1,bear,vertical_session,0,3172,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bear,vertical_session,-1,3160,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bear,vertical_session,-2,3160,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bear,vertical_session,-3,3157,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bear,vertical_session,-4,3157,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bear,vertical_session,-5,3157,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bear,vertical_session,-6,3155,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bear,vertical_day_open,0,3172,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bear,vertical_day_open,-1,3160,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bear,vertical_day_open,-2,3160,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bear,vertical_day_open,-3,3157,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bear,vertical_day_open,-4,3157,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bear,vertical_day_open,-5,3157,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bear,vertical_day_open,-6,3155,1.00000000,281,1.00000000,1.00000000,0.00000000
d1,bear,vertical_week_open,0,3172,0.06084489,281,0.16014235,0.37994255,-0.09929746
d1,bear,vertical_week_open,-1,3160,0.20126582,281,0.16014235,1.25679325,0.04112347
d1,bear,vertical_week_open,-2,3160,0.18006329,281,0.16014235,1.12439522,0.01992094
d1,bear,vertical_week_open,-3,3157,0.21127653,281,0.16014235,1.31930454,0.05113418
d1,bear,vertical_week_open,-4,3157,0.19923978,281,0.16014235,1.24414177,0.03909744
d1,bear,vertical_week_open,-5,3157,0.14697498,281,0.16014235,0.91777707,-0.01316737
d1,bear,vertical_week_open,-6,3155,0.05546751,281,0.16014235,0.34636380,-0.10467484
d1,bear,rectangle_range,0,3172,0.46122320,281,0.61921708,0.74484897,-0.15799388
d1,bear,rectangle_range,-1,3160,0.41772152,281,0.61921708,0.67459625,-0.20149556
d1,bear,rectangle_range,-2,3160,0.47436709,281,0.61921708,0.76607559,-0.14484999
d1,bear,rectangle_range,-3,3157,0.51472917,281,0.61921708,0.83125803,-0.10448791
d1,bear,rectangle_range,-4,3157,0.51853025,281,0.61921708,0.83739655,-0.10068683
d1,bear,rectangle_range,-5,3157,0.52771619,281,0.61921708,0.85223131,-0.09150090
d1,bear,rectangle_range,-6,3155,0.52012678,281,0.61921708,0.83997486,-0.09909030
d1,bear,triangle_breakout_down,0,3172,0.00283733,281,0.00355872,0.79728878,-0.00072139
d1,bear,triangle_breakout_down,-1,3160,0.00094937,281,0.00355872,0.26677215,-0.00260935
d1,bear,triangle_breakout_down,-2,3160,0.00158228,281,0.00355872,0.44462025,-0.00197644
d1,bear,triangle_breakout_down,-3,3157,0.00095027,281,0.00355872,0.26702566,-0.00260845
d1,bear,triangle_breakout_down,-4,3157,0.00095027,281,0.00355872,0.26702566,-0.00260845
d1,bear,triangle_breakout_down,-5,3157,0.00158378,281,0.00355872,0.44504276,-0.00197494
d1,bear,triangle_breakout_down,-6,3155,0.00095087,281,0.00355872,0.26719493,-0.00260785
d1,bear,ellipse_compression,0,3172,0.03121059,281,0.02135231,1.46169609,0.00985828
d1,bear,ellipse_compression,-1,3160,0.02974684,281,0.02135231,1.39314346,0.00839452
d1,bear,ellipse_compression,-2,3160,0.04240506,281,0.02135231,1.98597046,0.02105275
d1,bear,ellipse_compression,-3,3157,0.03325942,281,0.02135231,1.55764967,0.01190711
d1,bear,ellipse_compression,-4,3157,0.03420969,281,0.02135231,1.60215394,0.01285738
d1,bear,ellipse_compression,-5,3157,0.03389294,281,0.02135231,1.58731918,0.01254062
d1,bear,ellipse_compression,-6,3155,0.03549921,281,0.02135231,1.66254622,0.01414689
d1,bear,elliott_wave2_bear,0,3172,0.04854981,281,0.12811388,0.37895825,-0.07956407
d1,bear,elliott_wave2_bear,-1,3160,0.08417722,281,0.12811388,0.65704993,-0.04393666
d1,bear,elliott_wave2_bear,-2,3160,0.08765823,281,0.12811388,0.68422117,-0.04045565
d1,bear,elliott_wave2_bear,-3,3157,0.09851124,281,0.12811388,0.76893499,-0.02960263
d1,bear,elliott_wave2_bear,-4,3157,0.09629395,281,0.12811388,0.75162778,-0.03181993
d1,bear,elliott_wave2_bear,-5,3157,0.10009503,281,0.12811388,0.78129729,-0.02801885
d1,bear,elliott_wave2_bear,-6,3155,0.10744849,281,0.12811388,0.83869519,-0.02066538
d1,bear,elliott_wave3_bear,0,3172,0.09142497,281,0.05693950,1.60565101,0.03448547
d1,bear,elliott_wave3_bear,-1,3160,0.03164557,281,0.05693950,0.55577532,-0.02529393
d1,bear,elliott_wave3_bear,-2,3160,0.02816456,281,0.05693950,0.49464003,-0.02877494
d1,bear,elliott_wave3_bear,-3,3157,0.03515996,281,0.05693950,0.61749683,-0.02177954
d1,bear,elliott_wave3_bear,-4,3157,0.03642699,281,0.05693950,0.63974897,-0.02051251
d1,bear,elliott_wave3_bear,-5,3157,0.04149509,281,0.05693950,0.72875752,-0.01544441
d1,bear,elliott_wave3_bear,-6,3155,0.04690967,281,0.05693950,0.82385103,-0.01002983
d1,bear,elliott_wave4_bear,0,3172,0.04129887,281,0.11387900,0.36265566,-0.07258014
d1,bear,elliott_wave4_bear,-1,3160,0.05569620,281,0.11387900,0.48908228,-0.05818280
d1,bear,elliott_wave4_bear,-2,3160,0.06550633,281,0.11387900,0.57522745,-0.04837267
d1,bear,elliott_wave4_bear,-3,3157,0.06778587,281,0.11387900,0.59524469,-0.04609313
d1,bear,elliott_wave4_bear,-4,3157,0.07507127,281,0.11387900,0.65921959,-0.03880773
d1,bear,elliott_wave4_bear,-5,3157,0.06968641,281,0.11387900,0.61193380,-0.04419259
d1,bear,elliott_wave4_bear,-6,3155,0.07638669,281,0.11387900,0.67077060,-0.03749232
d1,bear,elliott_wave5_bear,0,3172,0.08606557,281,0.06761566,1.27286454,0.01844992
d1,bear,elliott_wave5_bear,-1,3160,0.03164557,281,0.06761566,0.46802132,-0.03597009
d1,bear,elliott_wave5_bear,-2,3160,0.02974684,281,0.06761566,0.43994004,-0.03786882
d1,bear,elliott_wave5_bear,-3,3157,0.03325942,281,0.06761566,0.49188937,-0.03435623
d1,bear,elliott_wave5_bear,-4,3157,0.03674374,281,0.06761566,0.54342064,-0.03087191
d1,bear,elliott_wave5_bear,-5,3157,0.04086158,281,0.06761566,0.60432122,-0.02675408
d1,bear,elliott_wave5_bear,-6,3155,0.04152139,281,0.06761566,0.61407957,-0.02609426
d1,bear,elliott_impulse_bear,0,3172,0.11633039,281,0.08896797,1.30755359,0.02736242
d1,bear,elliott_impulse_bear,-1,3160,0.04335443,281,0.08896797,0.48730380,-0.04561354
d1,bear,elliott_impulse_bear,-2,3160,0.03987342,281,0.08896797,0.44817722,-0.04909455
d1,bear,elliott_impulse_bear,-3,3157,0.04783022,281,0.08896797,0.53761166,-0.04113775
d1,bear,elliott_impulse_bear,-4,3157,0.04973076,281,0.08896797,0.55897371,-0.03923721
d1,bear,elliott_impulse_bear,-5,3157,0.05606589,281,0.08896797,0.63018055,-0.03290209
d1,bear,elliott_impulse_bear,-6,3155,0.05832013,281,0.08896797,0.65551823,-0.03064784
d1,bear,elliott_pullback_bear,0,3172,0.08984868,281,0.24199288,0.37128644,-0.15214421
d1,bear,elliott_pullback_bear,-1,3160,0.13987342,281,0.24199288,0.57800633,-0.10211946
d1,bear,elliott_pullback_bear,-2,3160,0.15316456,281,0.24199288,0.63293001,-0.08882833
d1,bear,elliott_pullback_bear,-3,3157,0.16629712,281,0.24199288,0.68719838,-0.07569577
d1,bear,elliott_pullback_bear,-4,3157,0.17136522,281,0.24199288,0.70814157,-0.07062766
d1,bear,elliott_pullback_bear,-5,3157,0.16978144,281,0.24199288,0.70159682,-0.07221144
d1,bear,elliott_pullback_bear,-6,3155,0.18383518,281,0.24199288,0.75967186,-0.05815770
d1,bear,range_compression,0,3172,0.78530895,281,0.86476868,0.90811447,-0.07945973
d1,bear,range_compression,-1,3160,0.80506329,281,0.86476868,0.93095796,-0.05970539
d1,bear,range_compression,-2,3160,0.79367089,281,0.86476868,0.91778403,-0.07109780
d1,bear,range_compression,-3,3157,0.79885968,281,0.86476868,0.92378424,-0.06590901
d1,bear,range_compression,-4,3157,0.78808996,281,0.86476868,0.91133036,-0.07667872
d1,bear,range_compression,-5,3157,0.80234400,281,0.86476868,0.92781343,-0.06242469
d1,bear,range_compression,-6,3155,0.79873217,281,0.86476868,0.92363679,-0.06603651
d1,bear,range_tight,0,3172,0.06116015,281,0.07829181,0.78118193,-0.01713166
d1,bear,range_tight,-1,3160,0.06867089,281,0.07829181,0.87711450,-0.00962093
d1,bear,range_tight,-2,3160,0.05949367,281,0.07829181,0.75989643,-0.01879814
d1,bear,range_tight,-3,3157,0.05859994,281,0.07829181,0.74848101,-0.01969188
d1,bear,range_tight,-4,3157,0.06176750,281,0.07829181,0.78893944,-0.01652431
d1,bear,range_tight,-5,3157,0.06620209,281,0.07829181,0.84558125,-0.01208972
d1,bear,range_tight,-6,3155,0.06529319,281,0.07829181,0.83397205,-0.01299863
d1,bear,range_expansion,0,3172,0.00000000,281,0.00000000,,0.00000000
d1,bear,range_expansion,-1,3160,0.00000000,281,0.00000000,,0.00000000
d1,bear,range_expansion,-2,3160,0.00000000,281,0.00000000,,0.00000000
d1,bear,range_expansion,-3,3157,0.00000000,281,0.00000000,,0.00000000
d1,bear,range_expansion,-4,3157,0.00000000,281,0.00000000,,0.00000000
d1,bear,range_expansion,-5,3157,0.00000000,281,0.00000000,,0.00000000
d1,bear,range_expansion,-6,3155,0.00000000,281,0.00000000,,0.00000000
d1,bear,inside_bar,0,3172,0.21626734,281,0.18861210,1.14662495,0.02765524
d1,bear,inside_bar,-1,3160,0.08575949,281,0.18861210,0.45468713,-0.10285261
d1,bear,inside_bar,-2,3160,0.20253165,281,0.18861210,1.07379986,0.01391955
