timeframe,target_pips,horizon_bars,conditions,discovery_n,oos_n,discovery_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_above_base,oos_pair_hit_mean,oos_min_pair_hit
d1,50,5,sma_stack_bull+elliott_impulse_bull+mtf_di_strong_bull+cross_group_bull,208,47,1.21587554,1.09079118,6,4,0.62962963,0.16666667
d1,50,5,adx25+pin_bull,204,36,1.21556592,1.37498199,4,4,0.80069444,0.75000000
d1,50,5,sma_stack_bull+bb_expand+elliott_impulse_bull+cross_group_return_up,123,30,1.21497689,1.06070039,2,1,0.62500000,0.25000000
d1,50,5,sma_stack_bull+rci_bull+elliott_impulse_bull+cross_group_bull,207,49,1.21381590,1.04626909,6,4,0.61836219,0.16666667
d1,50,5,price200_bull+volatility+nr4+close_near_high,161,32,1.21381590,1.21538586,2,2,0.73333333,0.66666667
d1,50,5,sma_stack_bull+bb_expand+retest_up+cross_group_return_up,134,33,1.21328305,0.96427308,1,0,0.22222222,0.22222222
d1,50,5,volatility+nr4+mtf_di_bull+cross_group_return_up,195,36,1.21271742,1.57140798,3,3,0.93333333,0.80000000
d1,50,5,trend_bull+bb_expand+close_near_high+mtf_volatility,179,39,1.21102368,1.35987229,4,4,0.87857143,0.71428571
d1,50,5,sma_stack_bull+elliott_wave5_bull+mtf_di_strong_bull+cross_group_return_up,198,44,1.21093101,1.00445113,5,3,0.59909091,0.20000000
d1,50,5,adx25+volatility+nr4+cross_target_relative_up,137,30,1.21068885,1.70890618,1,1,1.00000000,1.00000000
d1,50,5,sma_stack_bull+close_near_high+elliott_wave5_bull+cross_group_return_up,148,32,1.20947395,1.04965143,2,2,0.62500000,0.62500000
d1,50,5,sma_stack_bull+bb_expand+close_near_high+cross_group_bull,129,33,1.20938793,0.96427308,2,1,0.52380952,0.33333333
d1,50,10,bb_expand+pin_bull,120,20,1.25732397,0.95161117,3,2,0.70476190,0.40000000
d1,50,10,pin_bull+mtf_volatility,161,27,1.22348295,1.30134861,3,3,0.91111111,0.83333333
d1,50,10,adx_up3+volatility+pullback_bull+mtf_volatility,193,33,1.22330311,1.02037561,3,2,0.74444444,0.60000000
d1,50,10,volatility+nr4+mtf_di_bull+cross_group_bull,141,25,1.21868281,1.28833512,1,1,0.80000000,0.80000000
d1,50,10,sma_stack_bull+volatility+nr4+mtf_volatility,155,31,1.21676513,1.36956446,2,2,0.91666667,0.83333333
d1,50,10,volatility+nr4+mtf_di_bull+cross_target_relative_up,162,22,1.21593059,1.26437848,1,1,1.00000000,1.00000000
d1,50,10,price200_bull+pin_bull+cross_target_relative_up,143,28,1.21140771,1.15029922,4,3,0.80416667,0.66666667
d1,50,10,ema200_rising+pin_bull+cross_target_relative_up,143,28,1.21140771,1.15029922,4,3,0.80416667,0.66666667
d1,50,10,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,57,1.20144290,1.25854109,7,5,0.82448980,0.40000000
d1,50,10,sma_stack_bull+volatility+nr4+mtf_di_bull,176,23,1.19858535,1.20940550,1,1,1.00000000,1.00000000
d1,50,10,adx_up3+atr_expand+mtf_volatility,218,59,1.19836688,0.94292632,6,3,0.59854497,0.25000000
d1,50,10,adx_up3+volatility+nr4,209,59,1.19649649,1.26550638,6,6,0.96296296,0.88888889
d1,50,10,price200_bull+rci_bull+pin_bull+cross_group_return_up,123,30,1.19258371,1.02481203,4,2,0.70138889,0.50000000
d1,50,10,ema200_rising+rci_bull+pin_bull+cross_group_return_up,123,30,1.19258371,1.02481203,4,2,0.70138889,0.50000000
d1,50,10,sma_stack_bull+bb_expand+retest_up+cross_group_bull,123,26,1.19258371,0.84462530,1,0,0.33333333,0.33333333
d1,50,10,macd_bull+pin_bull,218,44,1.19195850,1.06473977,4,3,0.74551282,0.61538462
d1,50,10,rci_bull+pin_bull+cross_group_return_up,134,30,1.18851519,1.02481203,4,2,0.70138889,0.50000000
d1,50,10,pin_bull+cross_target_relative_up,179,30,1.18630195,1.17121375,4,3,0.81111111,0.66666667
d1,50,10,price200_bull+macd_bull+pin_bull,171,43,1.18461323,1.05545425,4,3,0.74361888,0.61538462
d1,50,10,ema200_rising+macd_bull+pin_bull,171,43,1.18461323,1.05545425,4,3,0.74361888,0.61538462
d1,50,10,sma_stack_bull+pin_bull,195,63,1.18209946,1.16191840,4,4,0.80727416,0.70588235
d1,50,10,price200_bull+volatility+nr4+mtf_di_bull,298,50,1.18137823,1.17121375,6,6,0.88174603,0.80000000
d1,50,10,ema200_rising+volatility+nr4+mtf_di_bull,298,50,1.18137823,1.17121375,6,6,0.88174603,0.80000000
d1,50,10,rci_bull+pin_bull+mtf_di_bull,136,20,1.18130928,0.95161117,2,1,0.62857143,0.40000000
d1,50,10,adx_up3+volatility+mtf_volatility,546,120,1.17954080,1.18341389,11,10,0.84670128,0.63636364
d1,50,10,sma_stack_bull+macd_bull+volatility+nr4,141,26,1.17905085,1.29509213,2,2,0.90000000,0.80000000
d1,50,10,rci_bull+pin_bull,237,52,1.17892543,1.09801289,4,3,0.75625257,0.61538462
d1,50,10,volatility+pullback_bull+mtf_di_strong_bull+cross_group_return_up,134,21,1.17808962,0.97601146,1,0,0.50000000,0.50000000
d1,50,10,adx_up3+atr_expand,229,60,1.17740673,0.95161117,6,3,0.61044974,0.25000000
d1,50,10,macd_bull+pin_bull+cross_group_return_up,127,27,1.17702244,0.97601146,4,2,0.65625000,0.40000000
d1,50,10,price200_bull+rci_bull+pin_bull,202,52,1.17571548,1.09801289,4,3,0.75625257,0.61538462
d1,50,10,ema200_rising+rci_bull+pin_bull,202,52,1.17571548,1.09801289,4,3,0.75625257,0.61538462
d1,50,10,sma_stack_bull+rci_bull+volatility+nr4,212,42,1.17297519,1.11544167,3,3,0.84186402,0.72727273
d1,50,10,volatility+pin_bull,166,36,1.16979941,1.05734575,4,4,0.74107143,0.71428571
d1,50,10,sma_stack_bull+macd_bull+elliott_wave5_bull+cross_group_bull,184,34,1.16925055,0.99036457,4,3,0.72500000,0.60000000
d1,50,10,pin_bull+mtf_di_bull,189,26,1.16788470,1.01355036,3,2,0.66772487,0.40000000
d1,50,10,rci_bull+volatility+nr4+cross_target_relative_up,158,27,1.16713617,1.24712575,1,1,1.00000000,1.00000000
d1,50,10,price200_bull+volatility+nr4+mtf_di_strong_bull,206,26,1.16644942,1.12616707,1,1,1.00000000,1.00000000
d1,50,10,ema200_rising+volatility+nr4+mtf_di_strong_bull,206,26,1.16644942,1.12616707,1,1,1.00000000,1.00000000
d1,50,10,macd_bull+pin_bull+mtf_di_bull,139,16,1.16586395,0.91501074,1,0,0.40000000,0.40000000
d1,50,10,macd_bull+volatility+pullback_bull+mtf_di_strong_bull,217,29,1.16526185,1.21160043,2,1,0.80000000,0.60000000
d1,50,10,volatility+pullback_bull+mtf_di_bull+cross_group_bull,198,33,1.16418886,0.97601146,1,0,0.40000000,0.40000000
d1,50,10,sma_stack_bull+volatility+pullback_bull+mtf_volatility,337,56,1.16073429,1.20258555,6,5,0.81719577,0.66666667
d1,50,10,volatility+nr4+mtf_di_bull+cross_group_return_up,195,36,1.16060674,1.30134861,3,3,0.93333333,0.80000000
d1,50,10,price200_bull+rci_bull+volatility+nr7,130,26,1.16060674,1.23878377,1,1,0.87500000,0.87500000
d1,50,10,ema200_rising+rci_bull+volatility+nr7,130,26,1.16060674,1.23878377,1,1,0.87500000,0.87500000
d1,50,10,sma_stack_bull+macd_bull+volatility+pullback_bull,248,47,1.16043341,1.12137487,4,3,0.78758117,0.60000000
d1,50,10,price200_bull+adx_up3+volatility+pullback_bull,183,34,1.16037185,1.16260188,3,1,0.60000000,0.20000000
d1,50,10,ema200_rising+adx_up3+volatility+pullback_bull,183,34,1.16037185,1.16260188,3,1,0.60000000,0.20000000
d1,50,10,price200_bull+pin_bull+cross_group_bull,159,35,1.15979570,1.17121375,4,4,0.80136183,0.71428571
d1,50,10,ema200_rising+pin_bull+cross_group_bull,159,35,1.15979570,1.17121375,4,4,0.80136183,0.71428571
d1,50,10,pin_bull+mtf_di_bull+cross_group_return_up,129,17,1.15877403,1.03342390,2,2,0.85714286,0.71428571
d1,50,10,price200_bull+volatility+nr4+mtf_volatility,211,32,1.15867138,1.37251611,2,2,0.91666667,0.83333333
d1,50,10,ema200_rising+volatility+nr4+mtf_volatility,211,32,1.15867138,1.37251611,2,2,0.91666667,0.83333333
d1,50,10,adx_up3+volatility+pullback_bull,304,56,1.15806155,1.15029922,6,4,0.74027778,0.20000000
d1,50,10,pin_bull+cross_group_bull,185,37,1.15537878,1.18704096,4,4,0.81376263,0.72727273
d1,50,10,price200_bull+pin_bull+cross_group_return_up,179,40,1.15508347,1.09801289,4,3,0.76306818,0.62500000
d1,50,10,ema200_rising+pin_bull+cross_group_return_up,179,40,1.15508347,1.09801289,4,3,0.76306818,0.62500000
d1,50,10,sma_stack_bull+rci_bull+elliott_wave5_bull+cross_group_bull,190,36,1.15438516,0.93534431,4,1,0.64166667,0.40000000
d1,50,10,price200_bull+rci_bull+volatility+nr4,345,70,1.15406548,1.10847015,5,4,0.80603934,0.66666667
d1,50,10,ema200_rising+rci_bull+volatility+nr4,345,70,1.15406548,1.10847015,5,4,0.80603934,0.66666667
d1,50,10,price200_bull+pin_bull+mtf_di_bull,155,25,1.15367361,0.99553169,3,2,0.66309524,0.40000000
d1,50,10,ema200_rising+pin_bull+mtf_di_bull,155,25,1.15367361,0.99553169,3,2,0.66309524,0.40000000
d1,50,10,price200_bull+pin_bull,327,81,1.15350823,1.17482861,4,4,0.81088458,0.76470588
d1,50,10,ema200_rising+pin_bull,327,81,1.15350823,1.17482861,4,4,0.81088458,0.76470588
d1,50,10,macd_bull+volatility+elliott_pullback_bull+mtf_di_strong_bull,126,22,1.15310135,1.26437848,1,1,1.00000000,1.00000000
d1,50,10,nr4+elliott_pullback_bull+mtf_volatility,171,24,1.15193424,1.28101504,1,1,1.00000000,1.00000000
d1,50,10,sma_stack_bull+elliott_wave5_bull+mtf_di_strong_bull+cross_group_bull,187,35,1.15049252,0.96206844,4,2,0.67261905,0.40000000
d1,50,10,price200_bull+volatility+nr4+cross_group_bull,135,31,1.14866634,1.22788538,1,1,0.83333333,0.83333333
d1,50,10,ema200_rising+volatility+nr4+cross_group_bull,135,31,1.14866634,1.22788538,1,1,0.83333333,0.83333333
d1,50,10,price200_bull+macd_bull+volatility+elliott_pullback_bull,257,53,1.14697517,1.24303346,5,5,0.89413919,0.83333333
d1,50,10,ema200_rising+macd_bull+volatility+elliott_pullback_bull,257,53,1.14697517,1.24303346,5,5,0.89413919,0.83333333
d1,50,10,sma_stack_bull+macd_bull+elliott_impulse_bull+cross_group_bull,201,47,1.14681291,1.02792696,5,3,0.66492063,0.40000000
d1,50,10,sma_stack_bull+adx_up3+pullback_bull+mtf_volatility,134,34,1.14681291,0.99036457,2,1,0.70000000,0.60000000
d1,50,10,nr4+pullback_bull+mtf_di_bull+cross_target_relative_up,145,34,1.14652531,1.03342390,2,1,0.50000000,0.20000000
d1,50,10,pin_bull+cross_group_return_up,211,42,1.14542942,1.11544167,4,3,0.77575758,0.66666667
d1,50,10,volatility+nr4+mtf_di_strong_bull,309,39,1.14384381,1.23878377,3,3,0.93333333,0.80000000
d1,50,10,sma_stack_bull+bb_expand+pullback_bull+mtf_volatility,160,50,1.14381556,1.17121375,7,5,0.85079365,0.40000000
d1,50,10,adx_up3+volatility+pullback_bull+mtf_di_bull,121,14,1.14302179,0.94115391,1,1,1.00000000,1.00000000
d1,50,10,bb_expand+nr4+mtf_di_bull+cross_group_bull,121,25,1.14302179,0.99553169,1,0,0.60000000,0.60000000
d1,50,10,price200_bull+macd_bull+volatility+nr4,274,55,1.14209477,1.22445074,5,5,0.88666667,0.80000000
d1,50,10,ema200_rising+macd_bull+volatility+nr4,274,55,1.14209477,1.22445074,5,5,0.88666667,0.80000000
d1,50,10,volatility+nr4+mtf_di_bull,454,70,1.14162309,1.23395734,8,8,0.88571429,0.71428571
d1,50,10,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,40,1.14113562,0.95161117,5,3,0.68000000,0.40000000
d1,50,10,volatility+pullback_bull+mtf_di_bull+cross_group_return_up,262,41,1.14108282,0.99981661,3,0,0.49629630,0.33333333
d1,50,10,sma_stack_bull+rci_bull+elliott_impulse_bull+cross_group_bull,207,49,1.14056764,0.98597076,6,4,0.70593434,0.33333333
d1,50,10,sma_stack_bull+elliott_wave5_bull+mtf_di_bull+cross_group_bull,196,39,1.14042990,0.97601146,5,3,0.69555556,0.40000000
d1,50,10,sma_stack_bull+macd_bull+volatility+elliott_pullback_bull,147,30,1.14042990,1.31761547,2,2,0.87820513,0.83333333
d1,50,10,macd_bull+volatility+nr4+cross_target_relative_up,163,29,1.13990517,1.26208378,1,1,1.00000000,1.00000000
d1,50,10,macd_bull+volatility+nr4+mtf_di_strong_bull,255,30,1.13953545,1.26881489,1,1,1.00000000,1.00000000
d1,50,10,price200_bull+macd_bull+volatility+pullback_bull,463,90,1.13753572,1.12241318,9,7,0.71933221,0.28571429
d1,50,10,ema200_rising+macd_bull+volatility+pullback_bull,463,90,1.13753572,1.12241318,9,7,0.71933221,0.28571429
d1,50,10,volatility+pullback_bull+mtf_di_strong_bull,258,33,1.13711470,1.15346809,3,2,0.83333333,0.50000000
d1,50,10,sma_stack_bull+bb_expand+retest_up+cross_group_return_up,134,33,1.13638734,0.97601146,1,0,0.55555556,0.55555556
d1,50,10,rci_bull+volatility+pullback_bull+mtf_di_strong_bull,209,24,1.13633745,1.09801289,1,1,1.00000000,1.00000000
d1,50,10,volatility+nr4+mtf_volatility,364,53,1.13604364,1.29827939,5,5,0.90000000,0.83333333
d1,100,1,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,57,3.48443602,1.46029195,7,2,0.04444444,0.00000000
d1,100,1,sma_stack_bull+adx25+atr_expand+mtf_adx25,121,38,3.47963652,0.00000000,4,0,0.00000000,0.00000000
d1,100,1,sma_stack_bull+adx_up3+pullback_bull+mtf_volatility,134,34,3.35875363,1.22406825,2,0,0.00000000,0.00000000
d1,100,1,pin_bull+mtf_volatility,161,27,3.33654588,3.85354820,3,2,0.22222222,0.00000000
d1,100,1,adx_up3+volatility+pullback_bull+mtf_volatility,193,33,3.23468801,1.26116123,3,1,0.06666667,0.00000000
d1,100,1,sma_stack_bull+adx25+atr_expand+mtf_volatility,145,45,3.20407910,0.00000000,4,0,0.00000000,0.00000000
d1,100,1,sma_stack_bull+adx25+atr_expand,155,45,3.09103195,0.00000000,4,0,0.00000000,0.00000000
d1,100,1,trend_bull+adx_up3+volatility+mtf_volatility,206,47,3.03055722,1.32824427,6,3,0.06712963,0.00000000
d1,100,1,bb_expand+pin_bull,120,20,3.02468404,3.12137405,3,3,0.18095238,0.14285714
d1,100,1,pin_bull+mtf_macd_bull,207,51,3.01591684,2.85615926,4,4,0.14839744,0.07692308
d1,100,1,pin_bull+mtf_adx25,180,39,2.98435492,2.66784106,4,3,0.12916667,0.00000000
d1,100,1,sma_stack_bull+adx_up3+volatility+mtf_adx25,242,72,2.87969919,1.15606446,7,2,0.04642857,0.00000000
d1,100,1,adx25+atr_expand+pullback_bull+mtf_volatility,127,33,2.85796918,0.00000000,3,0,0.00000000,0.00000000
d1,100,1,adx_up3+atr_expand+mtf_volatility,218,59,2.79713901,1.05809290,6,1,0.01851852,0.00000000
d1,100,1,adx_up3+atr_expand,229,60,2.78957760,1.04045802,6,1,0.01851852,0.00000000
d1,100,1,adx25+pin_bull,204,36,2.77559242,3.46819338,4,3,0.16458333,0.00000000
d1,100,1,sma_stack_bull+atr_expand+pullback_bull,121,38,2.75971172,0.00000000,3,0,0.00000000,0.00000000
d1,100,1,sma_stack_bull+adx_up3+volatility,297,82,2.73749182,1.01508099,7,2,0.04444444,0.00000000
d1,100,1,adx25+atr_expand+pullback_bull,133,34,2.72903824,0.00000000,3,0,0.00000000,0.00000000
d1,100,1,sma_stack_bull+bb_expand+pullback_bull+mtf_volatility,160,50,2.72221564,2.08091603,7,4,0.12063492,0.00000000
d1,100,1,sma_stack_bull+atr_expand+mtf_adx25,188,74,2.70290915,0.28120487,6,1,0.01190476,0.00000000
d1,100,1,trend_bull+adx25+atr_expand+mtf_adx25,140,39,2.69628978,0.00000000,4,0,0.00000000,0.00000000
d1,100,1,sma_stack_bull+atr_expand+mtf_volatility,238,83,2.68408937,0.25071277,6,1,0.01190476,0.00000000
d1,100,1,adx_up3+atr_expand+mtf_adx25,211,60,2.68351115,1.04045802,6,1,0.01851852,0.00000000
d1,100,1,price200_bull+adx_up3+volatility+mtf_volatility,278,60,2.66346278,1.38727735,6,3,0.07566138,0.00000000
d1,100,1,trend_bull+adx25+atr_expand+mtf_volatility,164,46,2.65582014,0.00000000,4,0,0.00000000,0.00000000
d1,100,1,price200_bull+pin_bull+mtf_adx25,126,31,2.65019935,2.01378971,4,2,0.10416667,0.00000000
d1,100,1,sma_stack_bull+adx_up3+bb_expand+mtf_volatility,248,83,2.63440223,1.75498942,7,3,0.06984127,0.00000000
d1,100,1,adx25+atr_expand+mtf_adx25,260,60,2.62449508,0.69363868,7,2,0.04444444,0.00000000
d1,100,1,price200_bull+adx25+atr_expand+mtf_adx25,161,38,2.61513055,0.00000000,3,0,0.00000000,0.00000000
d1,100,1,sma_stack_bull+atr_expand,251,84,2.60291535,0.24772810,6,1,0.01111111,0.00000000
d1,100,1,sma_stack_bull+volatility+hh20+mtf_volatility,146,19,2.58548335,1.09521896,3,1,0.05555556,0.00000000
d1,100,1,adx25+volatility+pullback_bull+mtf_volatility,378,55,2.57338198,2.64843858,6,3,0.15297619,0.00000000
d1,100,1,adx_up3+volatility+pullback_bull+mtf_adx25,240,46,2.54073460,1.35711915,4,1,0.05000000,0.00000000
d1,100,1,volatility+pin_bull,166,36,2.53636156,2.89016115,4,3,0.16517857,0.00000000
d1,100,1,sma_stack_bull+adx25+bb_expand+mtf_volatility,253,70,2.52495364,2.37818975,7,5,0.11289516,0.00000000
d1,100,1,adx_up3+bb_expand+pullback_bull+mtf_macd_bull,150,31,2.51653712,3.35631618,4,2,0.19166667,0.00000000
d1,100,1,adx_up3+volatility+pullback_bull+cross_target_relative_up,127,20,2.51501287,1.04045802,1,0,0.00000000,0.00000000
d1,100,1,trend_bull+adx_up3+volatility+pullback_bull,139,27,2.50678850,0.77070964,1,0,0.00000000,0.00000000
d1,100,1,sma_stack_bull+volatility+pullback_bull+mtf_volatility,337,56,2.49873008,2.60114504,6,3,0.15317460,0.00000000
d1,100,1,adx25+atr_expand+mtf_volatility,303,67,2.49162092,0.62116896,8,2,0.03888889,0.00000000
d1,100,1,sma_stack_bull+adx_up3+volatility+mtf_macd_bull,146,38,2.48604168,1.64282845,5,2,0.08000000,0.00000000
d1,100,1,sma_stack_bull+adx_up3+mtf_volatility,339,98,2.48398831,1.48636859,8,4,0.10422078,0.00000000
d1,100,1,trend_bull+adx25+atr_expand,176,46,2.47474149,0.00000000,4,0,0.00000000,0.00000000
d1,100,1,price200_bull+adx25+atr_expand+mtf_volatility,190,45,2.44521826,0.00000000,3,0,0.00000000,0.00000000
d1,100,1,sma_stack_bull+volatility+pullback_bull+mtf_adx25,333,61,2.44154676,2.04680265,6,3,0.14603175,0.00000000
d1,100,1,adx_up3+volatility+mtf_volatility,546,120,2.41974724,1.73409669,11,6,0.08469308,0.00000000
d1,100,1,price200_bull+pin_bull+mtf_macd_bull,144,47,2.41974724,2.21374046,4,3,0.12500000,0.00000000
d1,100,1,trend_bull+adx_up3+volatility+mtf_adx25,277,58,2.41101169,1.07633588,6,3,0.06944444,0.00000000
d1,100,1,sma_stack_bull+adx25+volatility+mtf_volatility,428,89,2.40844001,2.33810790,7,4,0.10547201,0.00000000
d1,100,1,sma_stack_bull+volatility+elliott_pullback_bull+mtf_volatility,127,20,2.40069411,2.08091603,2,1,0.12500000,0.00000000
d1,100,1,sma_stack_bull+hh20+pullback_bull,158,39,2.38911752,1.60070464,5,3,0.10666667,0.00000000
d1,100,1,adx_up3+volatility+pullback_bull,304,56,2.38790846,1.11477644,6,1,0.03333333,0.00000000
d1,100,1,adx25+atr_expand,323,69,2.38228985,0.60316407,8,2,0.03888889,0.00000000
d1,100,1,price200_bull+adx_up3+volatility+pullback_bull,183,34,2.38007925,0.61203413,3,0,0.00000000,0.00000000
d1,100,1,sma_stack_bull+volatility+hh20+mtf_adx25,171,21,2.37729553,0.99091240,2,1,0.06250000,0.00000000
d1,100,1,adx25+bb_expand+pullback_bull+mtf_macd_bull,135,29,2.36597507,2.87022901,1,1,0.16666667,0.16666667
d1,100,1,pin_bull+cross_target_relative_up,179,30,2.35215653,1.38727735,4,2,0.07777778,0.00000000
d1,100,1,price200_bull+adx25+atr_expand,204,46,2.34857820,0.00000000,3,0,0.00000000,0.00000000
d1,100,1,adx25+bb_expand+pullback_bull+mtf_volatility,213,38,2.31750439,1.64282845,3,1,0.13333333,0.00000000
d1,100,1,adx25+volatility+pullback_bull+mtf_macd_bull,251,52,2.31370254,2.40105696,6,4,0.13511905,0.00000000
d1,100,1,sma_stack_bull+bb_expand+mtf_volatility,477,145,2.31321748,1.86564885,9,5,0.08460190,0.00000000
d1,100,1,price200_bull+atr_expand+pullback_bull+mtf_volatility,145,41,2.30293185,0.00000000,5,0,0.00000000,0.00000000
d1,100,1,trend_bull+adx_up3+volatility,341,70,2.29911468,0.89182116,7,3,0.05753968,0.00000000
d1,100,1,sma_stack_bull+adx25+volatility+hh20,152,34,2.29239212,0.61203413,2,1,0.04545455,0.00000000
d1,100,1,price200_bull+hh20+pullback_bull+mtf_volatility,146,27,2.28715835,0.77070964,1,1,0.20000000,0.20000000
d1,100,1,adx_up3+bb_expand+pullback_bull+mtf_volatility,237,45,2.26659868,0.92485157,5,0,0.00000000,0.00000000
d1,100,1,price200_bull+adx25+pin_bull,142,30,2.24934250,2.77455471,4,2,0.12500000,0.00000000
d1,100,1,sma_stack_bull+bb_expand+breakout20_up+cross_group_bull,123,26,2.24269256,0.00000000,1,0,0.00000000,0.00000000
d1,100,1,sma_stack_bull+bb_expand+retest_up+cross_group_bull,123,26,2.24269256,0.00000000,1,0,0.00000000,0.00000000
d1,100,1,price200_bull+atr_expand+pullback_bull,156,42,2.23361283,0.00000000,5,0,0.00000000,0.00000000
d1,100,1,trend_bull+volatility+hh20+mtf_volatility,176,24,2.22726734,1.73409669,3,1,0.05555556,0.00000000
d1,100,1,adx_up3+pullback_bull+mtf_volatility,366,61,2.22140730,1.02340133,8,2,0.04583333,0.00000000
d1,100,1,price200_bull+adx_up3+pullback_bull+mtf_volatility,236,42,2.21468391,0.99091240,3,1,0.06666667,0.00000000
d1,100,1,trend_bull+atr_expand+pullback_bull+mtf_volatility,138,37,2.20933443,0.00000000,4,0,0.00000000,0.00000000
d1,100,1,sma_stack_bull+adx_up3+volatility+cross_target_relative_up,125,29,2.20680948,0.71755725,3,0,0.00000000,0.00000000
d1,100,1,price200_bull+volatility+pullback_bull+mtf_volatility,450,64,2.19390416,2.27600191,8,3,0.11488095,0.00000000
d1,100,1,adx25+volatility+pullback_bull+mtf_adx25,477,69,2.19146919,2.71423830,8,4,0.16210317,0.00000000
d1,100,1,trend_bull+adx_up3+bb_expand+mtf_volatility,312,77,2.18707923,1.62149301,8,4,0.06949856,0.00000000
d1,100,1,sma_stack_bull+volatility+elliott_pullback_bull+cross_group_return_up,133,39,2.18323059,3.20140928,3,2,0.19393939,0.00000000
d1,100,1,adx_up3+volatility+mtf_macd_bull,419,107,2.18297006,1.94478134,10,6,0.09477124,0.00000000
d1,100,1,trend_bull+adx25+volatility+mtf_volatility,487,89,2.17628191,2.10429711,7,4,0.09390025,0.00000000
d1,100,1,sma_stack_bull+adx25+volatility+mtf_adx25,522,109,2.16942856,1.90909728,9,4,0.08395969,0.00000000
d1,100,1,sma_stack_bull+adx25+volatility+pullback_bull,375,92,2.16809352,1.80949220,7,4,0.11496599,0.00000000
d1,100,1,sma_stack_bull+breakout20_up+mtf_adx25+cross_group_bull,134,27,2.16693782,0.77070964,2,1,0.08333333,0.00000000
d1,100,1,sma_stack_bull+retest_up+mtf_adx25+cross_group_bull,134,27,2.16693782,0.77070964,2,1,0.08333333,0.00000000
d1,100,1,sma_stack_bull+volatility+mtf_volatility,784,148,2.16666143,1.82783165,10,4,0.07104762,0.00000000
d1,100,1,sma_stack_bull+adx25+pullback_bull+mtf_volatility,342,71,2.16503700,2.63778088,7,3,0.11255411,0.00000000
d1,100,1,price200_bull+adx_up3+volatility+mtf_adx25,383,83,2.16071424,1.00285110,8,3,0.04389881,0.00000000
d1,100,1,sma_stack_bull+pin_bull,195,63,2.15915907,1.98182479,4,4,0.09818803,0.05882353
d1,100,1,atr_expand+pullback_bull+mtf_adx25,175,46,2.15703182,0.00000000,4,0,0.00000000,0.00000000
d1,100,1,sma_stack_bull+volatility+pullback_bull+cross_group_bull,223,44,2.14847512,1.89174185,4,2,0.05902778,0.00000000
d1,100,1,atr_expand+pullback_bull+mtf_volatility,245,53,2.13332817,0.00000000,7,0,0.00000000,0.00000000
d1,100,1,price200_bull+pin_bull,327,81,2.13115353,1.79832250,4,3,0.09102050,0.04545455
